,Name,Change,Price
90,TSR,-0.019999980926513672,3.4800000190734863
91,APCO,-0.09999990463256836,5.150000095367432
92,DDD,-0.20000076293945312,18.5
93,JCT,0.0,78.75
94,KISS,-0.3000001907348633,11.399999618530273
95,OCC,-0.3000001907348633,9.899999618530273
96,STGT,0.0,36.5
97,STHAI,0.0,0.09781999886035919
98,TNR,0.0,11.800000190734863
99,TOG,0.5,9.550000190734863
100,AEC,0.19999980926513672,9.0
101,AMANAH,-0.04999971389770508,5.400000095367432
102,ASAP,0.06000018119812012,2.4200000762939453
103,ASP,0.039999961853027344,3.4600000381469727
104,CGH,0.0,1.090000033378601
105,CHAYO,0.09999942779541016,12.699999809265137
106,ECL,-0.019999980926513672,1.8799999952316284
107,FNS,-0.08000040054321289,4.179999828338623
108,FSS,0.039999961853027344,4.980000019073486
109,GBX,-0.029999971389770508,1.3700000047683716
110,GL,0.0,0.6499999761581421
111,IFS,-0.020000219345092773,2.619999885559082
112,KCAR,0.0,8.649999618530273
113,KGI,0.0,6.5
114,MBKET,0.19999980926513672,12.0
115,MICRO,-0.049999237060546875,8.100000381469727
116,ML,-0.009999990463256836,1.2899999618530273
117,NCAP,-0.19999980926513672,12.800000190734863
118,PE,0.0,0.029999999329447746
119,PL,0.019999980926513672,2.619999885559082
120,S11,0.0,7.050000190734863
121,SAK,-0.14999961853027344,9.25
122,THANI,-0.059999942779541016,4.340000152587891
123,TK,-0.05000019073486328,9.75
124,TNITY,0.0,6.75
125,UOBKH,0.0,5.199999809265137
126,XPG,-0.08000040054321289,4.179999828338623
127,KWG,-0.04999995231628418,1.7400000095367432
128,THRE,0.009999990463256836,1.409999966621399
129,THREL,-0.059999942779541016,2.9800000190734863
130,TSI,0.0,0.3199999928474426
131,TVI,0.05000019073486328,8.199999809265137
132,ACG,-0.019999980926513672,2.5999999046325684
133,CWT,-0.019999980926513672,3.740000009536743
134,EASON,0.019999980926513672,1.649999976158142
135,GYT,4.0,235.0
136,HFT,0.19999980926513672,8.75
137,IHL,0.0,3.9600000381469727
138,INGRS,0.050000011920928955,0.9700000286102295
139,IRC,-0.09999847412109375,17.200000762939453
140,PCSGH,0.0,5.550000190734863
141,SAT,-0.10000038146972656,20.600000381469727
142,SPG,-0.20000076293945312,18.0
143,TKT,-0.06000018119812012,2.0799999237060547
144,TNPC,-0.31999993324279785,3.6600000858306885
145,TRU,-0.039999961853027344,4.5
146,TSC,0.0,11.5
147,ALLA,-0.009999990463256836,1.899999976158142
148,ASEFA,-0.07999992370605469,3.9600000381469727
149,CPT,0.0,0.8899999856948853
150,CRANE,-0.009999990463256836,1.440000057220459
151,CTW,-0.34999990463256836,7.599999904632568
152,FMT,-0.25,26.5
153,HTECH,0.3000001907348633,6.300000190734863
154,KKC,-0.009999990463256836,1.2599999904632568
155,PK,-0.019999980926513672,2.740000009536743
156,SNC,0.0,13.399999618530273
157,STARK,-0.019999980926513672,4.300000190734863
158,TCJ,0.07999992370605469,4.079999923706055
159,TPCS,0.0,12.699999809265137
160,VARO,-0.039999961853027344,4.960000038146973
161,UTP,0.0,17.5
162,BCT,0.0,45.75
163,CMAN,0.0,2.4600000381469727
164,GC,-0.3000001907348633,12.5
165,GGC,0.0,11.199999809265137
166,GIFT,-0.019999980926513672,2.3399999141693115
167,IVL,0.5,42.5
168,NFC,0.1399998664855957,4.059999942779541
169,PATO,0.0,11.199999809265137
170,PMTA,-0.10000038146972656,11.5
171,PTTGC,0.25,63.5
172,SUTHA,-0.09999990463256836,4.579999923706055
173,TCCC,0.25,33.5
174,TPA,0.05000019073486328,6.75
175,UAC,-0.09999990463256836,5.050000190734863
176,UP,-0.5999984741210938,24.200000762939453
177,VNT,0.0,37.75
178,YCI,0.0,0.09000000357627869
179,AJ,-0.1999988555908203,19.700000762939453
180,BGC,-0.19999980926513672,11.0
181,NEP,0.0,0.4300000071525574
182,SFLEX,-0.04999971389770508,5.650000095367432
183,SITHAI,-0.019999980926513672,1.4500000476837158
184,SLP,-0.050000011920928955,0.8999999761581421
185,SMPC,-0.09999942779541016,10.800000190734863
186,SPACK,-0.07999992370605469,2.7799999713897705
187,TFI,0.01000000536441803,0.25
188,TOPP,5.0,205.0
189,TPBI,-0.05000019073486328,5.0
190,2S,-0.34999990463256836,6.800000190734863
191,AMC,-0.5999999046325684,7.349999904632568
192,BSBM,-0.019999980926513672,1.4600000381469727
193,CEN,0.0,2.319999933242798
194,CITY,0.0,2.5799999237060547
195,CSP,-0.059999942779541016,3.059999942779541
196,GJS,0.0,0.3499999940395355
197,GSTEEL,0.0,0.09000000357627869
198,INOX,-0.04999995231628418,1.2200000286102295
199,LHK,-0.08000016212463379,3.5799999237060547
200,MCS,0.0,15.0
201,MILL,-0.07999992370605469,1.350000023841858
202,NOVA,-0.5,10.699999809265137
203,PAP,-0.09999990463256836,5.349999904632568
204,PERM,-0.07999992370605469,2.759999990463257
205,SAM,-0.0700000524520874,1.2899999618530273
206,SMIT,0.019999980926513672,4.579999923706055
207,SSSC,0.039999961853027344,2.7799999713897705
208,TGPRO,-0.009999990463256836,0.3100000023841858
209,THE,-0.16000008583068848,3.119999885559082
210,TMT,0.0,10.699999809265137
211,TSTH,-0.039999961853027344,1.7200000286102295
212,TWP,-0.07999992370605469,4.0
213,TYCN,-0.019999980926513672,3.700000047683716
214,CCP,0.0,0.6200000047683716
215,COTTO,-0.039999961853027344,2.700000047683716
216,DCC,-0.039999961853027344,2.9800000190734863
217,DCON,0.0,0.550000011920929
218,DRT,0.0,7.300000190734863
219,EPG,0.6999998092651367,13.0
220,GEL,-0.009999990463256836,0.4000000059604645
221,PPP,-0.019999980926513672,2.0399999618530273
222,RCI,0.059999942779541016,2.859999895095825
223,SCC,0.0,426.0
224,SCCC ,[      nan 0.0700016],[        nan 26.12000084]
225,SCP,0.0,5.949999809265137
226,SKN,-0.09999990463256836,7.25
227,TASCO,-0.10000038146972656,18.299999237060547
228,TOA,0.0,33.5
229,TPIPL,0.0,1.7999999523162842
230,UMI,0.0,1.3899999856948853
231,VNG,0.09999990463256836,7.75
232,WIIK,0.06000018119812012,2.680000066757202
233,A,0.0,4.980000019073486
234,AMATA,-0.10000038146972656,18.399999618530273
235,AMATAV,0.0,7.849999904632568
236,ANAN,0.009999990463256836,1.7400000095367432
237,AP,0.09999942779541016,8.399999618530273
238,APEX,0.0,0.03999999910593033
239,AQ,0.0,0.019999999552965164
240,ASW,0.0,8.850000381469727
241,AWC,-0.059999942779541016,4.179999828338623
242,BLAND,-0.029999971389770508,1.0800000429153442
243,BROCK,-0.03000009059906006,1.559999942779541
244,CGD,0.0,0.5
245,CI,-0.009999990463256836,0.8500000238418579
246,CPN,0.0,53.0
247,ESTAR,-0.009999990463256836,0.5799999833106995
248,EVER,0.0,0.3400000035762787
249,FPT,0.0,11.899999618530273
250,GLAND,-0.019999980926513672,2.2200000286102295
251,J,-0.08000016212463379,3.0999999046325684
252,JCK,0.0,1.149999976158142
253,KC,0.0,0.14000000059604645
254,LALIN,-0.14999961853027344,9.5
255,LH,0.10000038146972656,8.25
256,LPN,0.019999980926513672,4.980000019073486
257,MBK,0.19999980926513672,14.0
258,MJD,0.019999980926513672,1.8600000143051147
259,MK,-0.06000018119812012,3.0999999046325684
260,NCH,-0.04999995231628418,1.440000057220459
261,NNCL,0.039999961853027344,2.7200000286102295
262,NOBLE,0.04999971389770508,6.599999904632568
263,NUSA,0.0,0.4099999964237213
264,NVD,0.0,2.4800000190734863
265,ORI,-0.19999980926513672,10.0
266,PACE,0.0,0.029999999329447746
267,PF,-0.009999990463256836,0.46000000834465027
268,PLAT,0.039999961853027344,3.119999885559082
269,POLAR,0.0,0.06333000212907791
270,PRECHA,-0.009999990463256836,1.0399999618530273
271,PRIN,-0.039999961853027344,2.259999990463257
272,PSH,-0.10000038146972656,13.0
273,QH,0.0,2.200000047683716
274,RICHY,0.0,1.190000057220459
275,RML,0.0,0.9300000071525574
276,ROJNA,0.05000019073486328,6.650000095367432
277,S,0.019999980926513672,2.0799999237060547
278,SA,0.10000038146972656,7.800000190734863
279,SAMCO,-0.009999990463256836,1.659999966621399
280,SC,0.0,3.180000066757202
281,SENA,0.019999980926513672,4.019999980926514
282,SF,0.0,11.899999618530273
283,SIRI,-0.010000109672546387,1.309999942779541
284,SPALI,0.1999988555908203,20.899999618530273
285,U,0.13999998569488525,1.4900000095367432
286,UV,0.019999980926513672,4.21999979019165
287,WHA,0.019999980926513672,3.2200000286102295
288,WIN,-0.04000002145767212,0.7799999713897705
289,APCS,0.0,5.099999904632568
290,BJCHI,0.0,1.9700000286102295
291,BKD,0.10000014305114746,2.180000066757202
292,CK,-0.10000038146972656,19.600000381469727
293,CNT,0.0,1.9199999570846558
294,EMC,0.0,0.2800000011920929
295,ITD,0.020000219345092773,2.380000114440918
296,NWR,-0.029999971389770508,1.0299999713897705
297,PLE,-0.019999980926513672,0.8799999952316284
298,PREB,0.15000057220458984,8.600000381469727
299,PYLON,0.09999990463256836,4.480000019073486
300,RT,-0.019999980926513672,2.1600000858306885
301,SEAFCO,0.0,4.679999828338623
302,SQ,-0.019999980926513672,2.3399999141693115
303,SRICHA,-0.20000076293945312,20.899999618530273
304,STEC,0.0,13.100000381469727
305,STPI,0.039999961853027344,4.460000038146973
306,SYNTEC,-0.019999980926513672,1.9800000190734863
307,TEAMG,0.07999992370605469,2.3399999141693115
308,TPOLY,0.0,1.899999976158142
309,TRC,0.01000000536441803,0.14000000059604645
310,TRITN,-0.009999990463256836,0.2800000011920929
311,TTCL,0.020000457763671875,4.760000228881836
312,UNIQ,0.0,6.650000095367432
313,WGE,-0.060000061988830566,1.8899999856948853
314,7UP,-0.059999942779541016,1.5
315,ABPIF,0.019999980926513672,2.5799999237060547
316,ACC,-0.009999990463256836,0.8500000238418579
317,ACE,0.0,4.179999828338623
318,AGE,0.039999961853027344,3.0
319,AI,0.0,2.240000009536743
320,AKR,-0.019999980926513672,1.0800000429153442
321,BAFS,0.0,26.75
322,BANPU,0.0,11.0
323,BCP,0.0,26.75
324,BCPG,0.0,14.600000381469727
325,BGRIM,-1.25,44.75
326,BPP,-0.10000038146972656,18.799999237060547
327,BRRGIF,0.04999971389770508,5.699999809265137
328,CKP,0.0,5.449999809265137
329,DEMCO,0.1700000762939453,5.050000190734863
330,EA,0.75,65.75
331,EASTW,0.09999942779541016,10.199999809265137
332,EGATIF,0.0,12.199999809265137
333,EGCO,0.0,178.5
334,EP,0.20000028610229492,6.150000095367432
335,ESSO,0.0,7.800000190734863
336,ETC,-0.07999992370605469,2.6600000858306885
337,GPSC,0.25,82.75
338,GREEN,0.040000081062316895,1.9600000381469727
339,GULF,-0.25,41.25
340,GUNKUL,0.12000036239624023,4.840000152587891
341,IRPC,0.019999980926513672,3.9800000190734863
342,KBSPIF,-0.09999942779541016,10.600000381469727
343,LANNA,0.0,18.200000762939453
344,MDX,0.25,6.099999904632568
345,OR,-0.25,29.75
346,PDI,-0.049999237060546875,8.850000381469727
347,PRIME,-0.029999971389770508,1.8799999952316284
348,PTG,-0.20000076293945312,18.0
349,PTT,0.5,38.0
350,PTTEP,0.5,110.0
351,RATCH,-0.25,46.75
352,RPC,0.24000000953674316,1.9199999570846558
353,SCG,0.019999980926513672,4.820000171661377
354,SCI,0.09999990463256836,2.319999933242798
355,SCN,-0.019999980926513672,2.5999999046325684
356,SGP,0.10000038146972656,11.600000381469727
357,SKE,0.009999990463256836,1.0800000429153442
358,SOLAR,-0.07999992370605469,2.259999990463257
359,SPCG,0.10000038146972656,18.0
360,SPRC,0.05000019073486328,8.75
361,SSP,0.09999942779541016,12.699999809265137
362,SUPER,0.0,0.9700000286102295
363,SUSCO,0.0,3.3399999141693115
364,TAE,-0.039999961853027344,2.380000114440918
365,TCC,0.1199999749660492,0.5799999833106995
366,TOP,0.5,49.25
367,TPIPP,0.019999980926513672,4.400000095367432
368,TSE,0.019999980926513672,2.7799999713897705
369,TTW,0.0,12.0
370,WHAUP,0.019999980926513672,4.28000020980835
371,WP,-0.05000019073486328,5.5
372,B52,0.0,0.5899999737739563
373,BEAUTY,0.009999990463256836,1.5399999618530273
374,BIG,0.010000050067901611,0.6000000238418579
375,BJC,-0.5,34.5
376,COM7,0.25,69.0
377,CPALL,-1.0,64.0
378,CPW,-0.019999980926513672,3.9600000381469727
379,CRC,0.25,34.75
380,CSS,0.0,2.0
381,DOHOME,0.0,25.25
382,FN,0.0,2.3399999141693115
383,FTE,0.009999990463256836,1.8799999952316284
384,GLOBAL,-0.20000076293945312,21.399999618530273
385,HMPRO,0.0,14.100000381469727
386,ILM,-0.1999988555908203,16.600000381469727
387,IT,0.20000028610229492,6.550000190734863
388,KAMART,0.039999961853027344,3.740000009536743
389,LOXLEY,0.019999980926513672,2.740000009536743
390,MAKRO,1.75,50.5
391,MC,0.0,9.25
392,MEGA,-0.5,49.25
393,MIDA,0.010000050067901611,0.5400000214576721
394,RS,-0.10000038146972656,19.600000381469727
395,RSP,-0.019999980926513672,2.1600000858306885
396,SABUY,-0.19999980926513672,11.0
397,SCM,0.25,8.649999618530273
398,SINGER,0.0,43.0
399,SPC,0.75,59.25
400,SPI,0.0,62.0
401,AHC,-0.10000038146972656,16.5
402,BCH,0.20000076293945312,22.700000762939453
403,BDMS,0.1999988555908203,23.299999237060547
404,CHG,0.11999988555908203,3.7799999713897705
405,CMR,0.16000008583068848,3.7799999713897705
406,EKH,0.15000009536743164,7.800000190734863
407,KDH,0.0,87.0
408,LPH,0.09999990463256836,6.199999809265137
409,NEW,0.0,50.0
410,PR9,0.09999942779541016,10.699999809265137
411,PRINC,0.019999980926513672,4.400000095367432
412,RJH,1.0,34.25
413,RPH,0.15000009536743164,6.300000190734863
414,SKR,0.0,11.800000190734863
415,THG,0.25,30.75
416,VIBHA,0.039999961853027344,2.2799999713897705
417,VIH,0.5,11.800000190734863
418,WPH,-0.019999980926513672,2.140000104904175
419,AMARIN,0.25,6.599999904632568
420,AQUA,-0.009999990463256836,0.4099999964237213
421,AS,-0.2999992370605469,16.5
422,BEC,0.10000038146972656,13.300000190734863
423,FE,0.0,185.0
424,GPI,0.029999971389770508,1.899999976158142
425,GRAMMY,-0.10000038146972656,13.699999809265137
426,JKN,0.14999961853027344,9.399999618530273
427,MACO,0.009999990463256836,0.75
428,MAJOR,0.3000011444091797,20.700000762939453
429,MATCH,0.019999980926513672,1.649999976158142
430,MATI,0.0,7.349999904632568
431,MCOT,0.10000038146972656,6.050000190734863
432,MONO,-0.04999995231628418,1.6100000143051147
433,MPIC,-0.019999980926513672,1.600000023841858
434,NMG,0.009999990463256836,0.1599999964237213
435,PLANB,0.19999980926513672,6.5
436,POST,0.0,1.100000023841858
437,PRAKIT,-0.09999942779541016,9.550000190734863
438,SE-ED,-0.039999961853027344,2.1600000858306885
439,TBSP,-0.09999847412109375,17.200000762939453
440,TH,0.2799999713897705,3.2799999713897705
441,TKS,0.10000038146972656,11.5
442,VGI,0.25,6.550000190734863
443,WAVE,0.0,0.7900000214576721
444,WORK,-0.10000038146972656,21.799999237060547
445,BWG,-0.009999990463256836,0.699999988079071
446,GENCO,-0.009999990463256836,1.1100000143051147
447,PROS,0.019999980926513672,2.9800000190734863
448,SISB,-0.05000019073486328,9.25
449,SO,0.6000003814697266,13.100000381469727
450,ASIA,0.09999990463256836,5.349999904632568
451,CENTEL,0.0,32.25
452,CSR,0.0,62.0
453,ERW,-0.019999980926513672,2.9600000381469727
454,GRAND,-0.009999990463256836,0.5400000214576721
455,LRH,0.0,33.0
456,MANRIN,0.10000038146972656,24.5
457,OHTL,0.0,348.0
458,ROH,0.0,30.0
459,SHANG,-2.0,54.0
460,SHR,-0.019999980926513672,3.440000057220459
461,VRANDA,0.0,6.400000095367432
462,AAV,0.0,2.680000066757202
463,AOT,0.75,62.75
464,ASIMAR,-0.019999980926513672,2.6600000858306885
465,B,-0.009999990463256836,1.0099999904632568
466,BA,0.0,11.600000381469727
467,BEM,0.15000057220458984,8.600000381469727
468,BTS,0.14999961853027344,9.449999809265137
469,BTSGIF,-0.019999980926513672,4.900000095367432
470,DMT,0.10000038146972656,12.800000190734863
471,III,0.19999980926513672,12.399999618530273
472,JUTHA,-0.019999980926513672,1.3899999856948853
473,JWD,-0.09999942779541016,15.800000190734863
474,KEX,-0.25,41.0
475,KWC,0.0,256.0
476,NOK,0.0,1.0399999618530273
477,NYT,0.019999980926513672,4.420000076293945
478,PORT,0.019999980926513672,2.799999952316284
479,PRM,0.0,6.800000190734863
480,PSL,0.6000003814697266,23.0
481,RCL,-0.5,56.5
482,TFFIF,-0.04999971389770508,7.900000095367432
483,THAI,0.0,3.319999933242798
484,TSTE,0.0,7.099999904632568
485,TTA,0.39999961853027344,15.899999618530273
486,WICE,-0.3000001907348633,12.699999809265137
487,CCET,-0.039999961853027344,2.819999933242798
488,NEX ,[        nan -0.03999996],[       nan 3.57999992]
489,SMT,0.15000009536743164,6.300000190734863
490,SVI,-0.019999980926513672,4.820000171661377
491,TEAM,0.14999961853027344,5.449999809265137
492,AIT,2.75,37.75
493,ALT,0.0,2.740000009536743
494,BLISS,0.0,0.030910000205039978
495,DIF,0.0,12.600000381469727
496,DTAC,0.0,39.5
497,FORTH,1.4999990463256836,16.299999237060547
498,HUMAN,0.0,9.899999618530273
499,ILINK,-0.15000057220458984,8.649999618530273
500,INET,-0.019999980926513672,4.119999885559082
501,JAS,0.039999961853027344,2.9200000762939453
502,JASIF,-0.049999237060546875,9.850000381469727
503,JMART,0.5,40.25
504,JR,-0.09999990463256836,7.300000190734863
505,JTS,0.25,56.0
506,MFEC,0.5999999046325684,7.5
507,MSC,0.04999971389770508,6.099999904632568
508,PT,0.05000019073486328,5.900000095367432
509,SAMART,0.10000038146972656,7.300000190734863
510,SAMTEL,0.05000019073486328,7.0
511,SDC,-0.009999990463256836,0.7900000214576721
512,SIS,-0.75,33.75
513,SVOA,0.0,1.9700000286102295
514,SYMC,0.09999990463256836,5.349999904632568
515,SYNEX,-0.3000011444091797,24.399999618530273
516,THCOM,0.5,10.5
517,TRUE,0.10000014305114746,3.380000114440918
518,TWZ,0.0,0.10999999940395355
