,Name,Change,Price
0,BROOK,-0.06999999284744263,0.7300000190734863
1,GTB,0.009999990463256836,0.8999999761581421
2,EE,-0.08000004291534424,1.399999976158142
3,GFPT,0.40000057220458984,12.800000190734863
4,LEE,0.039999961853027344,2.7200000286102295
5,MAX,0.0,0.009999999776482582
6,NER,0.19999980926513672,7.699999809265137
7,PPPM,0.050000011920928955,0.3400000035762787
8,STA,0.75,38.25
9,TRUBB,0.08000016212463379,2.700000047683716
10,TWPC,0.04999971389770508,5.599999904632568
11,UPOIC,-0.3000001907348633,6.199999809265137
12,UVAN,-0.10000038146972656,7.449999809265137
13,VPO,-0.03000009059906006,1.559999942779541
14,APURE,-0.05000019073486328,8.649999618530273
15,ASIAN,0.2999992370605469,17.399999618530273
16,BR,0.0,3.059999942779541
17,BRR,-0.05000019073486328,6.25
18,CBG,-1.5,135.5
19,CFRESH,0.0,2.5199999809265137
20,CHOTI,-2.0,76.0
21,CM,-0.019999980926513672,2.9600000381469727
22,CPF,-0.25,26.75
23,CPI,-0.059999942779541016,3.7200000286102295
24,F&D,0.0,24.399999618530273
25,GLOCON,-0.059999942779541016,1.2300000190734863
26,HTC,0.0,36.75
27,ICHI,0.10000038146972656,12.0
28,KBS,0.0,4.440000057220459
29,KSL,0.019999980926513672,3.6600000858306885
30,KTIS,-0.09999990463256836,6.050000190734863
31,LST,-0.04999971389770508,5.300000190734863
32,M,0.25,52.25
33,MALEE,-0.09999990463256836,7.25
34,MINT,-0.25,32.5
35,NRF,0.0,9.100000381469727
36,NSL,-0.6000003814697266,22.799999237060547
37,OISHI,0.0,45.0
38,OSP,-0.5,35.0
39,PB,-0.25,70.5
40,PM,-0.3000001907348633,10.300000190734863
41,PRG,-0.09999942779541016,11.800000190734863
42,RBF,-0.20000076293945312,20.0
43,SAPPE,1.25,29.0
44,SAUCE,0.25,30.0
45,SFP,0.0,118.0
46,SNP,-0.2999992370605469,15.100000381469727
47,SORKON,0.19999980926513672,6.449999809265137
48,SSC,0.25,30.75
49,SSF,0.0,8.399999618530273
50,SST,0.11999988555908203,4.480000019073486
51,SUN,-0.09999990463256836,7.050000190734863
52,TC,-0.20000028610229492,5.699999809265137
53,TFG,-0.039999961853027344,4.599999904632568
54,TFMAMA,0.5,195.5
55,TIPCO,-0.05000019073486328,9.149999618530273
56,TKN,0.0,7.349999904632568
57,TU,0.5,20.600000381469727
58,TVO,0.5,32.5
59,W,0.059999942779541016,4.699999809265137
60,ZEN,0.0,12.0
61,AFC,-0.19999980926513672,11.5
62,BTNC,0.0,10.600000381469727
63,CPH,0.07999992370605469,4.059999942779541
64,CPL,-0.039999961853027344,2.0199999809265137
65,ICC,0.0,30.0
66,NC,0.75,10.0
67,PAF,-0.020000100135803223,1.6699999570846558
68,PDJ,-0.019999980926513672,2.180000066757202
69,PG,0.0,6.349999904632568
70,SABINA,0.09999847412109375,19.799999237060547
71,SAWANG,-0.5,9.5
72,SUC,-0.5,34.0
73,TNL,0.0,15.899999618530273
74,TR,0.5,37.5
75,TTI,0.0,20.899999618530273
76,TTT,0.75,50.0
77,UPF,0.25,65.75
78,UT,0.0,18.700000762939453
79,WACOAL,0.25,40.0
80,AJA,0.02000001072883606,0.4300000071525574
81,DTCI,0.0,28.75
82,FANCY,-0.029999971389770508,0.9800000190734863
83,KYE,1.0,379.0
84,L&E,0.019999980926513672,2.0799999237060547
85,MODERN,-0.039999961853027344,3.6600000858306885
86,OGC,0.0,26.0
87,ROCK,0.0,15.800000190734863
88,SIAM,-0.009999990463256836,1.899999976158142
89,TCMC,-0.019999980926513672,1.7599999904632568
