,Stock,Price,Volume,20SMA,50SMA,RSI,compare
2,LEE,2.680000066757202,856700.0,2.7519999980926517,2.779999976158142,38.98,True
3,MAX,0.009999999776482582,0.0,0.009999999776482584,0.010599999763071535,47.35,True
4,PPPM,0.20000000298023224,7640200.0,0.24299999922513962,0.3110000023245812,29.15,True
5,TRUBB,2.759999990463257,22780500.0,2.821475923061371,2.850990376472473,46.81,True
7,BR,2.7799999713897705,2364300.0,3.0609999656677243,3.120399985313416,30.15,True
8,CFRESH,2.0799999237060547,2149900.0,2.1495000123977666,2.1690000200271604,44.96,True
10,CPI,3.1600000858306885,2889200.0,3.052000010013581,3.101599984169006,55.4,True
12,KBS,4.539999961853027,1390300.0,4.584500074386597,4.617600040435791,47.46,True
13,KSL,3.759999990463257,22933400.0,3.504000020027161,3.7684000205993655,55.79,True
14,SST,4.199999809265137,11900.0,4.224999880790711,4.246799964904785,47.92,True
15,TFG,4.460000038146973,2306400.0,4.6299999237060545,4.762600011825562,35.91,True
16,W,3.859999895095825,4504800.0,3.5250000000000004,23.56869194984436,12.42,True
17,CPH,3.859999895095825,0.0,3.899000000953675,4.015199956893921,45.47,True
18,CPL,2.0399999618530273,1029000.0,2.038999962806702,2.067999963760376,50.12,True
19,PAF,1.5800000429153442,1094300.0,1.7164999902248386,1.805399994850159,34.13,True
20,PDJ,2.200000047683716,191500.0,2.3859999895095827,2.6131999921798705,29.98,True
22,FANCY,0.8899999856948853,4372100.0,1.0039999961853028,1.0631999921798707,31.95,True
24,MODERN,3.640000104904175,240800.0,3.805000030994415,3.930399990081787,26.45,True
26,TCMC,1.7599999904632568,4928500.0,1.7500000059604646,1.8840000009536741,47.27,True
27,TSR,3.4600000381469727,3357100.0,3.8769999742507935,4.206400003433227,29.28,True
29,AMANAH,4.78000020980835,8856100.0,4.941000056266785,5.220000009536743,43.33,True
30,ASAP,2.240000009536743,785700.0,2.5000000238418583,2.5687999963760375,29.49,True
31,ASP,3.259999990463257,13973000.0,3.333999979496003,3.534399981498718,43.3,True
32,CGH,0.9800000190734863,19834300.0,1.0445000171661378,1.0936000061035156,33.23,True
33,ECL,1.659999966621399,19259100.0,1.7990000128746033,1.9591999912261964,36.61,True
34,FNS,4.139999866485596,224800.0,4.21299991607666,4.435999937057495,34.74,True
35,GBX,1.2599999904632568,79696400.0,1.2290000200271607,1.312000002861023,52.16,True
36,GL,0.6499999761581421,0.0,0.6499999761581421,0.6499999761581422,33.14,True
37,IFS,2.5399999618530273,278400.0,2.6329999804496764,2.680000004768372,35.47,True
38,ML,1.1699999570846558,5572400.0,1.2605000019073487,1.384599997997284,36.59,True
40,PL,2.5399999618530273,576000.0,2.637999975681305,2.6767999839782717,35.34,True
42,XPG,3.3399999141693115,14987200.0,3.506464052200317,6.6100455570220955,33.81,True
43,KWG,2.0999999046325684,3895900.0,2.0835000097751615,2.109400005340576,49.6,True
45,THREL,2.940000057220459,5398400.0,2.8180000066757196,3.133199996948242,52.88,True
46,TSI,0.28999999165534973,279700.0,0.30200000256299975,0.32680000245571134,38.24,True
47,ACG,2.2799999713897705,1195700.0,2.507000005245209,2.746400003433228,32.27,True
48,CWT,3.5,5119600.0,3.6820000052452087,3.8807999849319454,36.42,True
49,EASON,1.6100000143051147,17980400.0,1.8345000147819517,1.8594000053405761,34.57,True
50,IHL,4.0,10397700.0,4.272000026702881,4.37560001373291,37.6,True
51,INGRS,0.8600000143051147,20346900.0,0.97399999499321,0.9801999974250794,39.6,True
55,ALLA,1.7799999713897705,2016800.0,1.8524999916553497,1.9647999906539917,42.26,True
56,ASEFA,3.940000057220459,288200.0,4.233000135421753,4.40600004196167,14.36,True
57,CPT,0.8299999833106995,1106000.0,0.8595000028610229,0.8894000017642975,35.6,True
58,CRANE,1.3899999856948853,2710800.0,1.5529999852180483,1.6941999912261965,25.07,True
62,TCJ,3.9600000381469727,314500.0,4.267999982833863,4.533599967956543,24.54,True
63,VARO,4.380000114440918,2000.0,4.382000041007997,4.500800008773804,48.98,True
64,CMAN,2.4600000381469727,524000.0,2.476000010967255,2.625200009346008,44.86,True
66,NFC,3.9800000190734863,1200.0,3.9320000529289247,3.970000023841858,53.82,True
67,SUTHA,4.559999942779541,260200.0,4.666999959945679,4.810800018310547,39.86,True
68,UAC,4.920000076293945,659200.0,4.9730000495910645,5.039800024032593,44.76,True
69,YCI,0.10999999940395355,7936600.0,0.681818502396345,0.7913827988505363,8.83,True
70,NEP,0.38999998569488525,272600.0,0.3924999952316285,0.39919999599456796,47.82,True
74,TFI,0.23000000417232513,17838200.0,0.25400000065565115,0.2634000012278558,34.13,True
75,AMC,4.059999942779541,9824500.0,3.911000025272369,3.9848000144958498,53.41,True
76,BSBM,1.4800000190734863,3753100.0,1.460000002384186,1.5244000029563904,49.92,True
78,CITY,2.200000047683716,93500.0,2.2569999933242797,2.3044000148773196,43.74,True
80,GJS,0.3199999928474426,38918500.0,0.3234999999403954,0.3432000005245208,45.64,True
83,LHK,3.4000000953674316,172900.0,3.427000069618225,3.518000044822693,43.06,True
84,MILL,1.1699999570846558,8312500.0,1.1920000135898592,1.2596000003814696,43.68,True
