,Name,Price,Volume
0,ASIAN,17.200000762939453,10492300
1,BRR,6.050000190734863,981200
2,CBG,133.0,6071400
3,OISHI,41.0,34300
4,TU,21.299999237060547,52171700
5,PDJ,1.9600000381469727,307600
6,KWG,1.4800000190734863,1181900
7,ASEFA,3.859999895095825,440600
8,FMT,26.75,4900
9,SNC,13.300000190734863,12350800
10,TCJ,3.680000066757202,420600
11,SUTHA,4.480000019073486,55600
12,TPA,6.599999904632568,300
13,UP,20.700000762939453,1400
14,RCI,2.859999895095825,145000
15,SCP,5.650000095367432,154900
16,TASCO,18.799999237060547,45447100
17,LPN,4.760000228881836,6942000
18,BKD,2.180000066757202,141500
19,NWR,0.8399999737739563,71167700
20,TPIPP,4.260000228881836,20615700
21,TSE,2.640000104904175,95993900
22,BCH,23.399999618530273,96160900
23,PRINC,4.21999979019165,1001800
24,RJH,35.5,1815900
25,NYT,4.199999809265137,9074100
26,PORT,2.619999885559082,642700
27,SVOA,1.7000000476837158,51052600
