,Stock,Price,Volume,5EMA,15EMA,35EMA,200EMA,RSI,compare
1,EE,1.4500000476837158,34649200.0,1.4476474656031895,1.3541913588282424,1.2126336778512272,0.7645038650852515,63.58,True
4,PPPM,0.28999999165534973,227978200.0,0.2232475508168142,0.2212792082065316,0.24143209006978644,0.20816766956030858,64.13,True
6,VPO,1.6799999475479126,108066700.0,1.5867559734749823,1.343694865273635,1.3051326098633353,0.7701988303916045,68.07,True
8,CFRESH,2.5,29898000.0,2.2215229477704908,2.1313716980831394,2.17352753288122,2.148548218530836,73.56,True
9,CM,2.940000057220459,31800.0,2.932428091727341,2.907819144894317,3.0237407444972364,2.8083903952901714,48.72,True
10,CPI,3.799999952316284,46352300.0,3.386262817160928,3.217953845729717,3.0767107612388473,2.2474223127485073,79.17,True
11,GLOCON,1.2200000286102295,49398500.0,1.2048022957451865,1.2019329715796467,1.2120866858723671,0.9778546447680664,53.01,True
14,SST,4.21999979019165,7600.0,4.2124278246985325,4.206759832493304,4.220377394545531,2.950483127797093,51.58,True
15,TFG,4.579999923706055,2009800.0,4.547637382454451,4.534654819830684,4.624778010155658,4.981965503066317,48.81,True
16,W,4.400000095367432,29501600.0,4.3079597428337,3.9305693234816834,3.5790141940204077,48.44790493484791,23.74,True
18,CPL,2.0199999809265137,284300.0,2.0282469587524736,2.02116879412065,2.04979130226609,1.4242848405982558,47.53,True
19,PAF,1.649999976158142,7744700.0,1.5590638524466764,1.5571074823260516,1.7092280172370897,1.0577152525839566,52.69,True
21,AJA,0.33000001311302185,13827500.0,0.33575928028407687,0.33156374889950185,0.3499376131163844,0.1887013132580403,47.71,True
