,Stock,Price,Volume,5EMA,20EMA,50EMA,100EMA,200EMA,RSI,compare
2,AAV,2.559999942779541,15012500.0,2.5800626063740806,2.779656882810955,2.6884794766575757,2.6973791503467153,2.3125480456547107,40.23,True
5,ACC,0.9399999976158142,324200.0,0.9476648707848199,0.9442087128987922,0.9506099396293461,0.8294227889694812,0.6744626601797176,47.58,True
7,AEC,7.75,1959100.0,7.86435455428966,8.309470326811253,7.264900862523298,4.142371617956463,2.2571119775327224,46.47,True
8,AEONTS,185.5,486700.0,187.0109177190413,190.3455051852255,196.30516702839108,206.88439883762516,179.59318809275322,40.63,True
10,AFC,8.699999809265137,14000.0,8.537454581669639,9.093504254278427,9.43184325679311,7.5353533994618465,6.629024178610605,44.58,True
11,AGE,3.200000047683716,2059000.0,3.214261644442621,3.3959317513968497,3.5331788565245144,2.86090223216496,2.0808267818832262,43.3,True
15,AIE,1.3300000429153442,7333000.0,1.3469655675114305,1.4240216753175354,1.5190102313136267,1.5752926717102451,1.0600683525311638,37.2,True
16,AIRA,2.0,161200.0,2.0062004342847204,2.0437340253607896,2.0561243818086434,1.8964979689287034,1.3124072057887974,44.69,True
17,AIT,21.5,82800.0,21.50269829026516,21.62875793022711,21.81751514035023,21.41619221117279,18.980244932554513,44.38,True
18,AJ,19.200000762939453,348300.0,19.288847451583717,20.041943162295595,20.646565503444666,20.221086871170517,19.12838137340647,41.72,True
20,AKR,1.0299999713897705,21560200.0,1.0373753682597562,1.0587799178372856,1.0573207421165214,0.9641323672888823,0.7063601651877505,46.92,True
22,ALUCON,174.0,500.0,173.85623650234785,177.49467512531862,177.06136877639534,178.2581592084357,169.1296083450888,37.34,True
24,AMANAH,5.099999904632568,2609700.0,5.059131390833181,5.1664863275823905,5.380035917012713,5.499893659586115,4.113240882984248,45.36,True
25,AMARIN,6.699999809265137,10000.0,6.769889435500792,6.779446682566033,6.466706172058095,5.5806876397355145,4.557888306721076,50.49,True
27,AMATAV,7.25,95100.0,7.221569902163378,7.359183793513839,7.232447229167432,6.715700632776462,5.866154216265458,48.02,True
29,ANAN,1.899999976158142,6625900.0,1.9248946579304154,1.9935177291186867,2.1030455889215105,2.1325814804290117,1.8835281774475932,35.28,True
31,AP,8.149999618530273,9885600.0,8.230640523266835,8.251627982469737,8.412922754131648,8.213780971550129,7.406374100036722,44.38,True
33,APCS,5.199999809265137,1007300.0,5.292740477688198,5.669208810427428,5.406650580782561,5.073545683259189,5.127135906939861,41.48,True
36,AQUA,0.41999998688697815,7882200.0,0.4087260510354014,0.42143434388044504,0.4287052769998133,0.4405670819914972,0.41383991330340764,49.14,True
38,ARROW,8.149999618530273,92500.0,8.146599087330518,8.55142658719514,8.696034650958687,8.517463760719139,7.744393864917516,38.99,True
40,ASEFA,4.320000171661377,122200.0,4.334261768420282,4.436043369739903,4.485675882720303,4.676572978133679,3.8528796067372877,35.01,True
41,ASIA,5.449999809265137,9300.0,5.411801682146864,5.484126319564797,5.690450824181626,5.467208423917056,4.969473434101343,47.33,True
43,ASIMAR,2.7799999713897705,16725700.0,2.7659063994070663,2.846010295922109,2.6734419945258088,2.512019061618526,1.9141798934370868,48.81,True
45,ASN,3.9200000762939453,200.0,3.921410904620631,3.965996783883226,3.974544603284535,4.071913364950693,3.832295566051931,43.95,True
46,ASP,3.299999952316284,7775700.0,3.2760917107851304,3.420673947558417,3.6431815063085913,3.036202157026575,2.394435130656941,42.58,True
47,ATP30,1.2400000095367432,233000.0,1.2388053983923335,1.2408056095597433,1.2539437010086079,1.2643458104269623,1.0692029560510616,47.62,True
48,AU,10.199999809265137,158000.0,10.229485162205721,10.333465158643136,10.452333018476757,10.89253324539051,10.13839368158387,44.97,True
51,BA,10.0,1926500.0,10.275887861345609,10.828150902903067,8.834839711087128,8.358774680381442,6.944900105376334,46.82,True
52,BAFS,25.25,472000.0,25.32750550247401,26.740160650408193,26.148442024633397,26.30205838118539,23.880039871948973,37.07,True
53,BANPU,13.399999618530273,110631900.0,13.804886813965075,14.00101512249117,13.717597297844513,12.565094796389065,10.177402189056881,43.83,True
54,BAY,30.0,373000.0,29.64739153237483,30.702296534029223,32.04726726005568,34.25922377192518,28.69710714444855,41.62,True
57,BCP,23.5,3889900.0,23.334387638978935,24.569624903198893,25.45232916892418,26.240702322674125,21.86984389691299,39.83,True
59,BDMS,22.700000762939453,13447300.0,22.880084739747954,23.30466099517257,22.24600671041754,21.786173821170674,20.96527300692758,45.16,True
63,BFIT,34.25,1005300.0,35.813261698724425,38.47395984899282,40.697528501486154,37.360181051126254,32.445440110457405,33.44,True
65,BH,121.5,710600.0,122.36022794019837,126.4189209430716,129.1425958338138,132.0800431452773,119.51436452705725,30.23,True
66,BIG,0.6000000238418579,3232400.0,0.6100793485490252,0.6357231515025142,0.675197044725318,0.690902944452955,0.5946841324112851,39.46,True
69,BJCHI,1.9800000190734863,804800.0,1.9904952816449766,2.0480095163086562,2.072523943915547,1.8789267605517659,1.7303991677019652,42.93,True
70,BKD,2.2200000286102295,46600.0,2.1949060712224537,2.258561924576285,2.308287918743794,2.1879421754373514,2.0196060142913366,46.73,True
72,BLA,26.5,1816700.0,25.750096295315032,27.435332691999257,29.767681102721706,27.327885728595597,23.318808437088485,44.25,True
73,BLAND,1.100000023841858,23345800.0,1.0971696344393735,1.1075953837207781,1.1161075618558123,1.1101162365483517,1.0877936906787493,46.16,True
74,BM,3.759999990463257,4519900.0,3.7980345458152325,4.2834272701774,4.501464705886715,4.200980986962074,3.100231209388151,31.81,True
77,BR,3.0799999237060547,1724300.0,3.1049370752630923,3.191114651943784,3.0383613524929314,2.9122001933054897,2.395334524769076,46.54,True
78,BROCK,1.6299999952316284,11600.0,1.6353433245383606,1.6592312965776723,1.65254024262141,1.6333607053835566,1.5600694878081847,45.43,True
79,BROOK,0.6100000143051147,28036100.0,0.6066355357218106,0.6252431790598723,0.7359624977571763,0.5835461363710723,0.4640045932544765,44.71,True
81,BSBM,1.4700000286102295,8429300.0,1.4364676286986389,1.4889944309357968,1.6825115406215856,1.4245197648248855,1.1105996005672731,43.97,True
82,BSM,0.4099999964237213,7128800.0,0.3898665498553833,0.41623339204702214,0.4325676257159868,0.3727748174942346,0.3085609892945073,49.78,True
85,BTW,1.1799999475479126,2633300.0,1.1907650922742707,1.2429947323284027,1.2563294254697064,1.1679041623846396,0.9440228958260812,43.41,True
86,BUI,14.5,200.0,14.376243491668887,14.599467737933889,14.43458899950685,11.821332332997553,10.69535363872701,50.34,True
87,BWG,0.7200000286102295,39287200.0,0.7231002457525898,0.7676128802528228,0.7888922194049074,0.6929913604389135,0.5670772602211539,40.37,True
89,CCET,3.2200000286102295,15764700.0,3.2218552240682277,3.3714494419583,3.327540377173611,2.8737625476093562,2.432797301535137,44.41,True
91,CENTEL,29.5,1396300.0,30.270632018922324,32.485719903084046,33.49915999568057,33.348550076755636,27.40850576622313,28.64,True
94,CGH,1.0700000524520874,6678200.0,1.0745647084787329,1.1083457925664204,1.1127364725766136,0.9997483103050936,0.8059421759341501,44.63,True
95,CHARAN,30.75,2000.0,30.829967713974316,31.251494165067523,31.852414583806826,33.782525475798984,28.286693461157842,43.16,True
96,CHEWA,0.9200000166893005,1099800.0,0.9392283020089032,0.9889651693786161,1.0485327706421899,0.866115322795753,0.6490189356932285,35.16,True
98,CHO,0.8600000143051147,2136700.0,0.8609555932579229,0.9326412705931205,1.0048300483229573,0.7648605810025314,0.6219207989553242,38.26,True
99,CHOTI,79.0,100.0,78.42324026884634,80.67806310438284,74.32813728362174,68.7220288043265,68.52903765050716,50.89,True
100,CHOW,3.759999990463257,160800.0,3.7882590994700642,3.823343903542759,4.092924767094308,4.108208923130699,3.124979239581959,39.95,True
101,CI,0.8500000238418579,1920700.0,0.8689892986319478,0.9458893790862202,0.9352978546046227,0.8186827715969909,0.7545047172799482,37.23,True
102,CIG,0.6800000071525574,1001200.0,0.6812198475463096,0.7096149561501738,0.6944262771161949,0.5986284415697904,0.37406764013393334,44.73,True
103,CIMBT,0.7799999713897705,579100.0,0.7754605630912194,0.8072245263805495,0.8385073391678732,0.7705450696817574,0.6531515147128298,42.74,True
105,CK,17.600000381469727,6342700.0,17.867554158015267,18.605408276946687,18.95226317905863,17.671673305451435,17.088094264286507,36.26,True
108,CMO,1.190000057220459,61800.0,1.202395327642213,1.3005152256516965,1.3823148873125688,1.2916530862811852,1.0416549643195838,33.37,True
110,CNT,1.8600000143051147,41200.0,1.8765440203466799,1.949845142512067,2.065003970563204,1.7525675417209114,1.4454877290698942,36.61,True
111,COLOR,2.140000104904175,6362500.0,2.1594836046739063,2.2812437156841376,2.037358453449643,1.6796169181784175,1.405171459412862,48.14,True
112,COM7,65.25,11186700.0,66.99020176573995,68.99430720130388,70.71398428140398,64.31969890810824,50.20888244217956,37.67,True
113,COMAN,5.0,395800.0,5.033495497683683,5.342211991182628,4.587908533108063,3.6750993081139804,2.9251646012157093,47.07,True
116,CPH,3.940000057220459,1000.0,3.9243947399136982,4.038854192158085,4.102884726077681,3.793015964648573,3.5224241506447327,45.69,True
117,CPI,2.9800000190734863,563100.0,2.963163384673987,3.0684402672791533,3.1917086101565992,2.68389705807641,1.9996758999814563,45.39,True
118,CPL,2.0199999809265137,245700.0,2.0453302121647505,2.112251283205503,2.0519446263815104,1.628860011182878,1.3337950184662368,44.74,True
121,CRANE,1.6399999856948853,2159800.0,1.641905591692836,1.6487414274760634,1.782402696388585,1.6560518627266032,1.6083073418613651,43.34,True
125,CSS,1.9700000286102295,7422400.0,2.0243090964579276,2.0207106036406994,2.070155336812298,2.1456842134596266,1.8363972054011242,43.96,True
127,CWT,3.759999990463257,2555700.0,3.7696689579962994,3.8990527077930954,3.9236519031900885,3.723187005818406,3.038925779580371,41.42,True
