,Stock,Price,Volume,5EMA,15EMA,35EMA,200EMA,RSI,compare
0,GTB,0.8899999856948853,1006400.0,0.8859497558986488,0.9249349145765215,1.0076767835076477,0.7949864397037172,44.32,True
2,LEE,2.680000066757202,165000.0,2.6288896305029437,2.665558465676815,2.727012474022579,2.525475027761475,49.55,True
5,TRUBB,2.6600000858306885,6112000.0,2.659471534166268,2.750902246753235,2.7750249368475757,2.2716658356572945,43.68,True
7,BR,2.9600000381469727,1260500.0,2.8796520989237737,2.917342903134115,3.031423004146796,2.5335418036470108,49.46,True
12,KBS,4.480000019073486,91400.0,4.469009978830731,4.613876562834012,4.533080612368545,3.536600537931409,46.43,True
13,KSL,3.6600000858306885,3954500.0,3.6682684777193195,3.7195407656520243,3.55921520395,3.0734003457721557,49.58,True
17,CPH,3.759999990463257,29300.0,3.7410055503628312,3.847538194829898,3.9190236201492357,3.6084281823233004,42.42,True
20,PDJ,2.140000104904175,43300.0,2.082428081809367,2.1628235883898963,2.3839744605662063,1.7440997129166478,41.59,True
22,FANCY,0.9200000166893005,726800.0,0.9140694101444559,0.9375401733164527,0.9839384131457669,0.778864657797017,43.19,True
23,MODERN,3.640000104904175,143900.0,3.6045619564237463,3.659213721514907,3.796516595710608,3.188511151002139,40.14,True
24,SIAM,1.8700000047683716,831000.0,1.8683642265102967,1.968222316237924,2.02195271891501,1.6722232015327105,37.9,True
25,TCMC,1.7400000095367432,1605100.0,1.719670020748619,1.7349261618904213,1.7637391887493272,1.788460353768089,49.21,True
26,TSR,3.4200000762939453,964600.0,3.373189991451589,3.562584624402407,3.8681748247240355,3.8726261332882213,37.56,True
33,FNS,3.9000000953674316,336000.0,3.905132380073045,4.019633109580471,4.196083013385616,4.092257808903922,36.41,True
36,IFS,2.5799999237060547,147500.0,2.5398796016095577,2.566909449721828,2.632245348940055,2.550205266631594,48.44,True
38,PE,0.029999999329447746,0.0,0.029999999329447746,0.02999999932944775,0.02999999932944774,0.02999999932944774,,True
40,THANI,4.400000095367432,13587100.0,4.354258291584254,4.434283373825314,4.7483268734268025,4.169495261475028,43.49,True
42,KWG,1.600000023841858,403200.0,1.546199573255659,1.9273640001721104,2.010296476670363,1.35897467651089,37.04,True
43,THRE,1.409999966621399,2567200.0,1.4004350681446407,1.434498268556479,1.3905377145752364,1.4496829341179351,50.07,True
46,ACG,2.3399999141693115,137500.0,2.3557684787363993,2.3652132582803707,2.4714551856543325,1.709995083018663,40.67,True
48,EASON,1.5199999809265137,1337000.0,1.5229288586950842,1.617603716031866,1.7896128517157164,1.4226083816557658,38.56,True
49,IHL,3.9600000381469727,697800.0,3.967178866393826,4.1448194555709685,4.215459135565139,4.058347806668809,40.08,True
51,TKT,2.119999885559082,13551300.0,1.9011494565432197,2.0856773497264136,2.0783224137891607,1.204719862283032,55.19,True
53,TRU,4.300000190734863,94900.0,4.40289592774621,4.411048473195265,4.390289712353646,3.845935427452028,36.94,True
55,ASEFA,3.940000057220459,180400.0,3.930089327937207,3.9698035913239615,4.2293474232997115,3.995960060453754,33.86,True
57,CRANE,1.4199999570846558,897100.0,1.39725551675837,1.4088344448145362,1.5384060981887402,1.5739336770165244,40.9,True
58,KKC,1.1699999570846558,1221900.0,1.1050101824652283,1.1377329186046619,1.2224477626424755,0.7878469460000761,49.68,True
60,STARK,4.320000171661377,15188800.0,4.342598501863216,4.3453295911554575,4.173469812346279,4.15668033868653,52.72,True
61,TCJ,3.880000114440918,20800.0,3.833139571099877,3.949377753383133,4.263731644400847,3.8147031576753374,35.66,True
63,CMAN,2.4800000190734863,178700.0,2.411367590924569,2.43764577375011,2.491726480324584,1.8405977594923502,51.67,True
65,NFC,3.9600000381469727,500.0,3.919643442200015,3.9434998991922225,3.9390510486499886,3.242725797830684,51.84,True
66,SUTHA,4.579999923706055,33400.0,4.555540865314752,4.625131073089727,4.697463165267301,4.18330204945151,45.76,True
68,NEP,0.41999998688697815,8203400.0,0.39488595079204397,0.3953449479193171,0.39116403422120116,0.31626532486007225,62.96,True
70,SLP,0.8100000023841858,5757400.0,0.793211383460821,0.8282195456486854,0.9012861327295095,0.5988242128659699,46.76,True
71,SPACK,2.799999952316284,355700.0,2.8020464958575237,2.9370732686560466,3.1731925612251635,2.797052662681511,39.06,True
72,TFI,0.23999999463558197,1152200.0,0.22562583342414042,0.2366599540436143,0.2502499212714397,0.19508013409072858,49.07,True
74,BSBM,1.4800000190734863,2066300.0,1.4385865317264577,1.4660181702009152,1.4595575858771437,1.1955360439743865,52.41,True
78,GJS,0.33000001311302185,172852400.0,0.3125256165733787,0.31412115447936134,0.32391180235173056,0.23050376676757642,55.08,True
83,PERM,2.799999952316284,12976200.0,2.694568474782632,2.7477340195202515,2.6700719382195373,1.8249460598854914,54.71,True
86,SSSC,2.700000047683716,49200.0,2.686581488033853,2.711229072175369,2.690547435401337,2.4656410758137213,48.23,True
91,TYCN,3.5399999618530273,94100.0,3.5134943599204846,3.5768927048651955,3.469815620306689,2.60443235874199,50.79,True
93,COTTO,2.740000009536743,80334000.0,2.6083950524290445,2.624447309216684,2.7565050039344605,1.775783155756924,56.42,True
94,DCC,3.0,10424100.0,2.9885319241565753,3.084159918282521,3.1516412854133047,2.58518892339742,43.96,True
99,UMI,1.3899999856948853,3803700.0,1.3385521171892123,1.3584641907647936,1.435079246941179,1.0386540239753954,51.92,True
