,Stock,Price,Volume,5EMA,20EMA,50EMA,100EMA,200EMA,RSI,compare
0,GTB,0.949999988079071,10957100.0,1.0299320052871357,1.0714373719394614,0.9376023338394788,0.8924997191870522,0.7894212436472842,41.61,True
1,EE,1.2599999904632568,9365200.0,1.2823284929252197,1.1695615305439617,1.025312471854802,0.8415585663240445,0.7383225125417197,60.06,True
6,VPO,1.2899999618530273,14715000.0,1.2529070233486759,1.2460558513758224,1.2310355209236898,1.0300910949464732,0.7125360512470321,53.65,True
8,CFRESH,2.140000104904175,2656800.0,2.099047730767242,2.1891663738575393,2.1811209341499254,2.335038663960414,2.8981246399733482,49.17,True
9,CM,2.940000057220459,646100.0,2.9964285196171,3.083729527889541,2.9782660770993146,2.964098359638554,2.789126723518879,42.26,True
11,GLOCON,1.190000057220459,56207600.0,1.2122052501760332,1.2065414464966635,1.1740634478792882,1.0230949943598595,0.969341028216069,48.35,True
14,SST,4.199999809265137,21700.0,4.205857564802278,4.220483482771985,4.210805639941205,3.7262596711278273,2.8208863978827234,48.43,True
21,AJA,0.3400000035762787,37435900.0,0.33648384856959557,0.354497842634624,0.3226759240078727,0.25047068254881966,0.17607950900109984,49.55,True
24,SIAM,2.059999942779541,670200.0,2.051849024688383,2.0911304051742605,2.0252083858784418,2.0217721355214637,1.6332777396972107,50.55,True
40,THANI,4.380000114440918,30856000.0,4.60166647818112,4.82524182440588,4.593683903168163,4.426040613447373,4.081832112639618,36.41,True
41,KWG,2.1600000858306885,2700000.0,2.234260270700825,2.0886218643928514,1.9733866922163805,1.729934159679474,1.2669494838245772,53.53,True
42,THRE,1.4700000286102295,19602200.0,1.464718605718636,1.4147663480087265,1.386523565294534,1.4899404119695472,1.4093124221386777,56.21,True
47,EASON,1.7899999618530273,5300200.0,1.7713475140300543,1.873325873780017,1.8230014075144532,1.4983946432242115,1.389776826824952,46.9,True
49,INGRS,0.9399999976158142,12417900.0,0.9023024300354625,1.00436983516462,0.977221077568384,0.7665535119727721,0.5919922124092457,47.25,True
50,TKT,2.119999885559082,1403200.0,2.230905686639637,2.0954735197323178,1.836715192610872,1.4808604358025153,1.1658122394992347,51.67,True
51,TNPC,4.159999847412109,21790200.0,3.7613244730151423,3.174446641611035,2.475285051121929,1.930970001640078,1.235899574549341,76.06,True
52,TRU,4.400000095367432,14900.0,4.405857850904573,4.410773321281599,4.288881180170364,4.081111163024026,3.807214291244497,53.35,True
57,KKC,1.1699999570846558,2145900.0,1.224087332673263,1.305925338491231,1.2272398292320403,1.018223986204567,0.7520213999056385,42.44,True
58,PK,2.700000047683716,2036600.0,2.772961762850566,2.539533633104469,2.528151994368755,2.2757061853297307,1.8751029976204132,53.37,True
59,STARK,4.320000171661377,28273900.0,4.334121554304623,4.192089731412966,4.078330987694465,4.205735550954526,4.1430469743742435,56.44,True
63,GIFT,2.299999952316284,951700.0,2.365647613863263,2.511156532470313,2.3826486545083934,2.3214361171018507,2.070616048443359,42.71,True
69,SITHAI,1.409999966621399,3344200.0,1.409999966621399,1.4833117774435907,1.3876871746052744,1.0661476821953397,0.8107613647206133,47.55,True
70,SLP,0.8700000047683716,1999000.0,0.9025343119815563,0.9314494459494816,0.8252301779481623,0.7496410834315991,0.5734104353844174,46.18,True
71,SPACK,3.140000104904175,945100.0,3.1487867382098873,3.2998243655515753,3.09219762587263,2.9755852767285713,2.793826852433835,46.38,True
75,CEN,2.059999942779541,17758300.0,2.2837468705062913,2.244644138141085,2.0483328885919674,1.6615903579931575,1.0308744729467485,42.33,True
77,CSP,2.740000009536743,3125100.0,2.5965513845842754,2.270683081685022,2.152356213824973,1.9823413437910276,1.1548263107684382,71.01,True
80,INOX,1.2100000381469727,12833500.0,1.2001455976311581,1.2102796217923335,1.1698694514683112,1.0411291016161899,0.6934981267026186,51.98,True
93,COTTO,2.619999885559082,25683200.0,2.6898582802127495,2.751606071059604,2.6532242579539447,2.10995999890022,1.674523942280988,46.12,True
94,DCC,3.0399999618530273,44374800.0,3.190689108846437,3.1925171372833128,3.1156811211417224,2.876130622517806,2.5435335776143098,43.52,True
