,Name,Price,Volume
0,LST,5.349999904632568,770500.0
1,TVO,32.5,3305100.0
2,TR,37.5,43900.0
3,ASP,3.4800000190734863,12218800.0
4,SAT,21.0,1109100.0
5,FMT,26.5,8200.0
6,SFLEX,5.650000095367432,5694800.0
7,DRT,7.25,742200.0
8,RCI,2.859999895095825,145000.0
9,BKD,2.180000066757202,62000.0
10,SOLAR,2.140000104904175,43496200.0
11,IT,6.849999904632568,2247700.0
12,BCH,22.5,27275100.0
13,AS,16.399999618530273,13980600.0
14,MATCH,1.6200000047683716,15800.0
15,MATI,7.349999904632568,3300.0
16,PSL,23.0,91527400.0
17,SDC,0.7300000190734863,38957800.0
