,Stock,Price,Volume,5EMA,20EMA,50EMA,100EMA,200EMA,RSI,compare
1,A.BK,4.980000019073486,3100.0,4.980000019073487,4.976458605526525,4.979558182422847,4.986431907603046,4.9936503547839735,51.9,True
4,ACAP.BK,1.350000023841858,2548900.0,1.506645804139109,1.1232777679962234,1.010177203679895,0.9960737202529378,0.9555201008758424,61.15,True
13,AHC.BK,14.199999809265137,34600.0,14.307650930038765,14.016049707922045,13.683546280671257,13.739317251649146,13.47707153441048,54.75,True
19,AKP.BK,2.2200000286102295,4043600.0,2.2606207090681893,2.006764107966733,1.80956175488055,1.5253215467543395,1.1467671259623264,59.99,True
21,ALT.BK,2.799999952316284,4282300.0,2.8909385479832106,2.771638611131789,2.7837913625562294,2.909377501624126,3.2821979290303527,49.87,True
26,AMATA.BK,18.399999618530273,6791400.0,18.40005588621889,18.206288042079507,18.716539376347697,18.40692884977875,16.194317136545646,49.81,True
32,APCO.BK,6.099999904632568,753100.0,6.232118160361079,5.526850655553786,4.376621303632402,4.15518778787756,3.9048913962954557,61.3,True
37,ARIP.BK,1.0,12332500.0,1.0176204802607443,0.9558244838391968,0.7639990177073662,0.7148788785161053,0.5505221388613677,58.84,True
44,ASK.BK,40.0,732600.0,40.50825020440827,38.615074224164786,35.745534631375364,26.758442896446514,22.075730839401576,59.75,True
56,BCH.BK,25.75,13051600.0,25.911617187490112,24.134275435499173,21.269783829507908,17.876310791847807,15.69386438785173,66.98,True
61,BEC.BK,13.899999618530273,16543200.0,14.156789279194207,13.776000326603567,12.638266149057893,10.843913947116272,8.15461390740557,53.5,True
67,BIZ.BK,9.649999618530273,1215200.0,9.652066007540972,9.191493778372504,7.177193804043701,5.390896611522377,4.331446352571565,60.69,True
97,CHG.BK,4.099999904632568,71895700.0,4.119472380333664,4.054958763487093,3.6410971607149905,3.188490802380858,2.8000719911721763,57.41,True
131,DEMCO.BK,4.679999828338623,7027200.0,4.7434939889723555,4.5291767213598195,4.589713734816583,3.928458301204146,3.3789267879386675,52.39,True
146,EPG.BK,12.699999809265137,11538800.0,12.934782441867512,11.953717420409806,11.652029922361766,10.806898818097247,8.092457746049709,60.04,True
151,FANCY.BK,1.0199999809265137,851300.0,1.0397119113195172,1.0159845019496356,1.1091147810412145,0.9698601018615205,0.7215508983148723,47.4,True
154,FN.BK,2.6600000858306885,5951800.0,2.80890178505122,2.4157142633883883,2.3092387684966575,1.7696000848185027,1.4574631485243879,57.75,True
160,FVC.BK,1.0,13281900.0,1.0249795758888152,0.9456025470469578,0.9748403579590863,0.784851323096494,0.5615591484289912,53.36,True
171,GLOBAL.BK,23.799999237060547,5435400.0,23.99751054076508,22.76815110530933,22.07933509063466,21.72003525678579,19.1396434508951,58.85,True
172,GPSC.BK,78.75,9369600.0,79.75434927417452,75.6138882340504,73.50621757636243,74.24032097453225,70.39863773908749,59.83,True
201,ITEL.BK,4.139999866485596,5770300.0,4.165290800605544,4.129677169651471,4.076671684133651,3.7483606620860783,3.2750442040656105,50.4,True
206,JMART.BK,36.25,5331100.0,36.28661100702211,34.9620579495017,37.139861790710185,36.88405822795332,25.304692485554057,51.52,True
207,JMT.BK,44.5,5484900.0,45.47863814086001,43.7878314593393,43.05642263373984,44.030105502773694,38.20212413256361,51.75,True
209,JTS.BK,51.75,1122000.0,54.31676424189131,38.233967482601244,23.399642451242915,15.559925601414816,7.867581540101089,70.92,True
231,KTIS.BK,6.25,708700.0,6.359464666840833,6.106104844226088,4.9901035144271475,4.40385144148168,3.580384135157594,58.06,True
237,LDC.BK,1.3200000524520874,373400.0,1.3231002695944476,1.31428756310393,1.3194657434386003,1.3348274901572468,1.2949512212095031,49.37,True
267,MFEC.BK,6.400000095367432,790200.0,6.688367931877902,6.342361817676482,6.23844549881615,6.140563010857087,5.351778215773727,51.8,True
277,MSC.BK,6.25,128900.0,6.3816693298136276,6.236831878541855,6.212598558676907,6.217017372335888,6.279907116649347,49.03,True
282,NCL.BK,3.9000000953674316,30484200.0,3.9174770078331687,3.5500373627150044,2.3736628356424947,1.6223189034495133,1.0841781691848755,63.9,True
283,NDR.BK,3.3399999141693115,4666300.0,3.456050012468934,3.086059590460427,3.034833072360293,2.4351340089778137,1.8784420220556668,57.18,True
302,OHTL.BK,344.0,0.0,346.2058695758899,343.23091720092344,338.53857269720265,338.4340126185917,330.347484579607,49.67,True
305,OTO.BK,6.5,4244100.0,6.90308684540204,6.0554461875608245,5.787942479803356,5.789207898439297,4.879216198416753,55.93,True
320,PIMO.BK,3.7200000286102295,18916400.0,3.7590745978034197,3.662325815320819,3.774592338255136,3.5998607202665975,2.873279094121663,50.78,True
339,PRINC.BK,4.639999866485596,3514700.0,4.69363981305934,4.593130170900807,4.521820702233464,4.4078189306423115,3.720845650599756,49.74,True
395,SF.BK,11.600000381469727,1405300.0,11.657592778556756,11.379087044500524,8.894518388061224,7.109849127819651,5.710336166775126,74.8,True
400,SIAM.BK,2.1600000858306885,1229400.0,2.2000140030300672,2.0254391375580707,2.066003169038963,1.9220772897870477,1.599851631545301,57.41,True
402,SINGER.BK,44.5,1181000.0,44.909664690637854,38.845122639725076,39.32308698575148,38.39727334307762,26.679393910485516,63.82,True
418,SPACK.BK,3.299999952316284,1824200.0,3.429962909840061,3.29624358400923,3.064596985217234,2.925398347537386,2.744903757247851,52.25,True
427,SR.BK,1.399999976158142,6699000.0,1.4629323312996456,1.3729693995279137,1.1420611959782871,0.9807093130333246,0.8024586646701968,54.39,True
437,STHAI.BK,0.09781999886035919,0.0,0.0978199988603592,0.09781999886035918,0.09781999886035919,0.0978199988603592,0.09781999886035922,,True
444,SVI.BK,4.900000095367432,9093800.0,4.925892935483393,4.841717425224971,4.889300593570685,4.895862004946646,4.793710261843387,50.96,True
455,TASCO.BK,19.399999618530273,1895500.0,19.536884145141453,19.258330794482355,19.60386666337651,20.031307638819094,18.577050590913636,49.13,True
474,THIP.BK,32.0,6800.0,32.0408944954519,31.970935021927872,33.05429537375411,32.75359191488502,28.735619956970652,46.28,True
476,THRE.BK,1.3899999856948853,15155400.0,1.3930072951613577,1.3518963201026466,1.3954003488346944,1.5235460306305273,1.367586868987348,51.52,True
488,TMI.BK,1.2899999618530273,107692100.0,1.2952839967466492,1.221554164777314,1.235049649045023,1.1687384676978076,0.8695734400716697,55.58,True
493,TNH.BK,32.0,44500.0,32.03049603892709,31.719331640207084,31.165517106195942,30.91320409043332,32.09511681116383,53.92,True
526,TU.BK,22.399999618530273,21964100.0,22.5127953217978,21.004306302905878,18.818328430692183,16.18098560732226,15.354003024806671,67.54,True
532,TWPC.BK,6.25,4102700.0,6.281368546754015,5.673763255676855,5.5997471603573015,5.0481999629958265,4.289869189205094,65.81,True
538,UEC.BK,2.559999942779541,11237600.0,2.60514621859954,2.400736604519148,1.9058181680626416,1.5501762122160574,1.2091453071062817,58.12,True
545,UPA.BK,0.4300000071525574,273263500.0,0.45287092388748657,0.3675872998281118,0.355666251584774,0.2987740139698563,0.24041182738545763,61.53,True
557,VIH.BK,12.600000381469727,1674800.0,12.98102179514478,12.532122015516139,10.032955761922103,9.031854577307689,7.68315992667367,56.79,True
566,WIN.BK,0.75,3458300.0,0.8160130863805095,0.7116369353322135,0.6314731275325169,0.5102166739075963,0.414231269771133,53.97,True
567,WINNER.BK,3.2799999713897705,3600400.0,3.448217420227355,3.110276819062825,2.9899418224926446,2.952782131062149,2.7368990622323177,56.45,True
