,Stock,Price,Volume,5EMA,15EMA,35EMA,200EMA,RSI,compare
1,EE,1.340000033378601,5975600.0,1.309849157964077,1.2844815433184529,1.151657458020617,0.7479302934949248,63.05,True
6,VPO,1.2300000190734863,562700.0,1.278515894709178,1.2305435073318094,1.2822519927423728,0.7359730178386178,48.58,True
8,CFRESH,2.0399999618530273,563800.0,2.1179980334707618,2.087950561711358,2.158630867052514,2.156360835656393,42.09,True
10,CPI,3.240000009536743,1381600.0,3.1920258468605507,3.094288744064007,3.0718108517763647,2.171647977512995,60.23,True
13,KSL,3.8399999141693115,9424100.0,3.7787826969476934,3.586518555305534,3.594563244446037,3.0189674278711944,57.33,True
16,W,3.880000114440918,2964000.0,3.858323261922997,3.59047559919378,11.79597764147092,49.22955911592297,13.36,True
17,CPH,3.880000114440918,3600.0,3.8905401750741997,3.866945441081883,3.9921560269033654,3.5804385012118636,46.99,True
25,TCMC,1.659999966621399,1293200.0,1.779503790507624,1.7253773799941874,1.8273764685221494,1.75139396487215,40.39,True
27,STHAI,0.09781999886035919,0.0,0.0978199988603592,0.09781999886035919,0.09781999886035918,0.09781999886035922,,True
34,GBX,1.2999999523162842,7172800.0,1.230695329699406,1.216854704732224,1.2668132372366032,0.7896579313661126,57.17,True
42,KWG,1.4900000095367432,1698800.0,2.0769460234839894,2.03050779897953,2.166990880347181,1.3190188073974791,29.52,True
43,THRE,1.409999966621399,1499800.0,1.4463596009607156,1.418262130947472,1.3715307581809635,1.429615617637673,49.79,True
44,THREL,2.9000000953674316,572700.0,2.8999495629537395,2.7881818481230924,2.9767703138843173,3.2669382041427553,49.46,True
52,TNPC,4.079999923706055,9958000.0,4.0379391125738895,3.3089710145652553,2.9416631508545903,1.2595833668978687,68.84,True
53,TRU,4.420000076293945,100.0,4.411938913819761,4.4012305166670584,4.4022091485295896,3.815624435221837,56.09,True
59,PK,2.5,572000.0,2.676143499789334,2.6480555987893672,2.5794636064378413,1.8837701841250585,46.32,True
60,STARK,4.260000228881836,13454100.0,4.324635485938114,4.307536625500275,4.058599538954645,4.1415609904230175,52.57,True
63,CMAN,2.4000000953674316,29500.0,2.450042308127577,2.4470738016804443,2.587936337534279,1.7925532447648544,40.03,True
66,SUTHA,4.559999942779541,300.0,4.662535683375097,4.626611317567217,4.806904083938592,4.119077034195672,40.46,True
69,NEP,0.38999998569488525,91400.0,0.3986148879527763,0.3923956356239836,0.3914161914877616,0.3093839394840332,47.82,True
74,AMC,4.380000114440918,8898900.0,4.27038135794006,3.9960993738263015,3.8856490485726933,2.6004405913636575,62.46,True
75,BSBM,1.4500000476837158,179400.0,1.4658918420104972,1.4585586920941087,1.472364327324313,1.1707962777079075,46.42,True
78,CSP,2.4000000953674316,608100.0,2.5507287108947794,2.4536141380380494,2.1718860658280756,1.1711128138879878,53.07,True
80,GSTEEL,0.09000000357627869,0.0,0.0900000035762787,0.09000000357627867,0.09000000357627867,0.09000000357627869,,True
83,MILL,1.1799999475479126,1193100.0,1.192420530416534,1.1888091284093953,1.2041080080786124,1.026480798635228,45.75,True
84,PERM,2.5199999809265137,2071100.0,2.8077131327488485,2.7142694555368228,2.6896762852970086,1.7479327343832847,42.63,True
86,SMIT,4.460000038146973,52000.0,4.444091339210921,4.382469176145671,4.434578228208601,3.9918581952964436,54.11,True
87,SSSC,2.7200000286102295,12600.0,2.7285896851837697,2.6843896313381967,2.709043905044546,2.43094023649875,51.53,True
89,THE,2.819999933242798,779700.0,2.9205292621985186,2.8986283637919468,2.81682461801527,1.957622622266951,46.83,True
91,TWP,3.8399999141693115,51500.0,3.811740805162504,3.7367883193164153,3.654219485924516,2.7188481580235693,58.26,True
92,TYCN,3.4200000762939453,6900.0,3.601454989380424,3.5817745987041345,3.464679087970486,2.5509604886551567,44.62,True
