,Stock,Price,Volume,5EMA,15EMA,35EMA,200EMA,RSI,compare
0,GTB,0.8399999737739563,5176700.0,0.8522712688600208,1.010259385012015,0.9928593045170229,0.7901051520407792,38.67,True
2,LEE,2.559999942779541,354800.0,2.606253722862001,2.7271300322127843,2.7528306999409575,2.5089601451708803,32.23,True
4,PPPM,0.2199999988079071,8764000.0,0.21141033583456875,0.2324287898402167,0.2686246325556852,0.20574802225540295,39.15,True
5,TRUBB,2.7200000286102295,2963900.0,2.7688109981926434,2.845020944775213,2.798598807752973,2.2429280941784753,45.57,True
7,BR,2.8399999141693115,1206400.0,2.7894292073098113,3.0188133591284987,3.1221447564208327,2.490149133617691,36.11,True
9,CM,2.8399999141693115,145400.0,2.8079456857245746,3.0288097379924728,3.0215150311173935,2.796626249851484,41.53,True
11,GLOCON,1.1799999475479126,15597800.0,1.1998408050950065,1.2165202475760073,1.2242127946097021,0.9716436959352461,47.74,True
12,KBS,4.5,80700.0,4.519618993934583,4.719317253720147,4.543477980906808,3.498537374906833,46.09,True
14,SST,4.199999809265137,94400.0,4.199999809265137,4.213598964059637,4.215926695780425,2.8920434697330064,47.92,True
15,TFG,4.460000038146973,945400.0,4.46815095623813,4.600720736029947,4.6999459869177365,4.946694849342454,37.7,True
18,CPL,2.0399999618530273,26600.0,2.02383833978637,2.0282906560198106,2.081393757141607,1.3986189040238743,50.3,True
19,PAF,1.3899999856948853,761300.0,1.4994415583885627,1.6233220263775776,1.7584715575109415,1.0224840499809134,27.3,True
20,PDJ,1.9600000381469727,307600.0,2.1261399009771678,2.294587369003334,2.504180094534766,1.7222052792146831,20.57,True
21,AJA,0.3199999928474426,45553900.0,0.32527007947244024,0.3416353060447155,0.34044591327084484,0.1828171811533518,44.7,True
22,FANCY,0.8999999761581421,17800400.0,0.9102030456882342,0.9812087731553993,1.0026321790289265,0.7631767532620991,38.58,True
23,MODERN,3.5399999618530273,209600.0,3.611308402204975,3.7280972079902903,3.864875977837227,3.144988508817951,20.66,True
24,SIAM,1.8700000047683716,1729700.0,1.9705258480968977,2.0135453879220617,2.0227966425417816,1.6557920922265073,36.76,True
25,TCMC,1.6399999856948853,1102300.0,1.7072525498203615,1.7203207537783407,1.8185259574042012,1.7557612068336335,39.56,True
26,TSR,3.2799999713897705,1967800.0,3.476779133645403,3.715613894562039,4.0358094582663835,3.8636714947629547,27.89,True
28,AMANAH,5.050000190734863,32546700.0,4.728084643863362,4.823007358785601,5.053469764420033,4.324204919402456,53.26,True
29,ASAP,2.2799999713897705,109700.0,2.261842264280559,2.4038407676483287,2.545831592859195,2.2184489619854832,36.54,True
30,ASP,3.4000000953674316,14502900.0,3.2956374073191763,3.369778106989886,3.391159167684824,2.5251848058838453,51.94,True
31,CGH,1.0299999713897705,9491100.0,0.9950764603665186,1.0257852366290567,1.0796721474860902,0.8328771740459214,47.35,True
32,ECL,1.649999976158142,17091700.0,1.6646408417905445,1.6806621433452256,1.9079108872280115,1.3049348528541076,39.0,True
33,FNS,3.799999952316284,989100.0,4.005869380669263,4.131093942531013,4.325007049007609,4.033317646437792,25.16,True
36,IFS,2.5199999809265137,1225700.0,2.546701743373148,2.5991904983335146,2.6521481698801797,2.5405830875069255,35.53,True
37,ML,1.2200000286102295,5430800.0,1.174381465677561,1.2069820402679639,1.3280004991623542,1.0503064560889863,45.72,True
38,PE,0.029999999329447746,0.0,0.029999999329447746,0.02999999932944775,0.02999999932944774,0.02999999932944774,,True
39,PL,2.559999942779541,53100.0,2.5442314579591483,2.603845800809491,2.64903961420244,2.3284603846362484,42.24,True
40,THANI,4.260000228881836,36709100.0,4.3179458546723275,4.576220478512463,4.84042130736227,4.123300330246482,34.26,True
41,XPG,3.859999895095825,31771500.0,3.559250233404503,3.8509249662065868,5.769687977194507,2.9413569854371544,42.08,True
42,KWG,1.4800000190734863,1181900.0,1.9403877996261347,2.0139518716900007,2.1415726052498494,1.324573222674705,29.26,True
45,TSI,0.30000001192092896,310700.0,0.2911405012041678,0.29684923251499307,0.3138530299437972,0.29510549090842575,46.97,True
46,ACG,2.299999952316284,102600.0,2.3070827208283355,2.420023705373237,2.5644838313063367,1.6774725750359576,34.47,True
47,CWT,3.5199999809265137,1657800.0,3.5200441643906597,3.578116505093308,3.7904698681540054,3.1290225097679647,42.28,True
48,EASON,1.440000057220459,721200.0,1.5719974422828924,1.7597518884587955,1.8383392622143442,1.410495568330988,31.26,True
49,IHL,3.9800000190734863,1347700.0,4.089887425122947,4.20701618328218,4.306187108917829,4.025490178327835,39.7,True
50,INGRS,0.8500000238418579,46802800.0,0.8646408510588346,0.9086049989471721,1.0065824071164313,0.6061613885570221,41.73,True
51,TKT,1.850000023841858,2169200.0,1.989064161689222,2.1346390725968405,2.0664857609114335,1.1779795041241805,42.48,True
54,ALLA,1.75,634900.0,1.7677638464353174,1.7825344003045815,1.9265295251383736,1.4472651719023992,40.47,True
55,ASEFA,3.859999895095825,440600.0,3.9108070870325538,4.156440515984859,4.33283347656718,3.9550706838336303,12.04,True
56,CPT,0.8199999928474426,136700.0,0.8279543607942202,0.8443477787120743,0.8738959390398829,0.8821186907861438,37.45,True
57,CRANE,1.3600000143051147,2048300.0,1.369120553735946,1.4883360252527538,1.5917471495132767,1.5794522254849594,29.93,True
58,KKC,1.0199999809265137,943300.0,1.0762792468798301,1.295051987098711,1.2140392157565842,0.7607895155002057,35.63,True
59,PK,2.619999885559082,5592900.0,2.6196108632723125,2.6589085551547242,2.544992333968302,1.8634475356575715,51.55,True
