Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,13.5,13.800000190734863,13.300000190734863,13.800000190734863,13.800000190734863,8105000
2021-01-05,13.800000190734863,13.899999618530273,13.600000381469727,13.899999618530273,13.899999618530273,7519700
2021-01-06,13.899999618530273,14.0,13.699999809265137,13.699999809265137,13.699999809265137,6641500
2021-01-07,13.800000190734863,14.0,13.699999809265137,13.899999618530273,13.899999618530273,8169100
2021-01-08,14.0,14.100000381469727,13.899999618530273,14.0,14.0,20664500
2021-01-11,14.0,14.100000381469727,13.800000190734863,13.800000190734863,13.800000190734863,9875200
2021-01-12,13.800000190734863,13.899999618530273,13.600000381469727,13.699999809265137,13.699999809265137,9830100
2021-01-13,13.800000190734863,13.899999618530273,13.699999809265137,13.699999809265137,13.699999809265137,6298300
2021-01-14,13.800000190734863,13.899999618530273,13.699999809265137,13.800000190734863,13.800000190734863,5452500
2021-01-15,13.899999618530273,13.899999618530273,13.699999809265137,13.800000190734863,13.800000190734863,6470700
2021-01-18,13.699999809265137,13.800000190734863,13.600000381469727,13.699999809265137,13.699999809265137,4179200
2021-01-19,13.699999809265137,13.899999618530273,13.600000381469727,13.800000190734863,13.800000190734863,7419800
2021-01-20,13.899999618530273,14.199999809265137,13.800000190734863,14.100000381469727,14.100000381469727,20219500
2021-01-21,14.300000190734863,14.800000190734863,14.199999809265137,14.600000381469727,14.600000381469727,49089800
2021-01-22,14.699999809265137,14.800000190734863,14.399999618530273,14.699999809265137,14.699999809265137,26685100
2021-01-25,14.800000190734863,15.0,14.800000190734863,14.800000190734863,14.800000190734863,21383400
2021-01-26,14.800000190734863,14.899999618530273,14.399999618530273,14.699999809265137,14.699999809265137,21394800
2021-01-27,14.600000381469727,14.699999809265137,14.399999618530273,14.5,14.5,9442100
2021-01-28,14.399999618530273,14.5,14.199999809265137,14.300000190734863,14.300000190734863,8013400
2021-01-29,14.399999618530273,14.5,14.100000381469727,14.5,14.5,7792700
2021-02-01,14.600000381469727,15.0,14.5,14.699999809265137,14.699999809265137,11344100
2021-02-02,14.800000190734863,14.899999618530273,14.600000381469727,14.600000381469727,14.600000381469727,7542600
2021-02-03,14.699999809265137,14.699999809265137,14.300000190734863,14.5,14.5,13549100
2021-02-04,14.600000381469727,14.699999809265137,14.399999618530273,14.5,14.5,8806300
2021-02-05,14.5,14.600000381469727,14.399999618530273,14.600000381469727,14.600000381469727,4111700
2021-02-08,14.699999809265137,14.699999809265137,14.399999618530273,14.600000381469727,14.600000381469727,5742900
2021-02-09,14.600000381469727,14.699999809265137,14.300000190734863,14.399999618530273,14.399999618530273,13248200
2021-02-10,14.399999618530273,14.5,14.300000190734863,14.300000190734863,14.300000190734863,3393400
2021-02-11,14.300000190734863,14.5,14.199999809265137,14.300000190734863,14.300000190734863,5254300
2021-02-15,14.300000190734863,14.399999618530273,14.199999809265137,14.300000190734863,14.300000190734863,4302000
2021-02-16,14.399999618530273,14.600000381469727,14.300000190734863,14.399999618530273,14.399999618530273,4954300
2021-02-17,14.5,14.600000381469727,14.300000190734863,14.399999618530273,14.399999618530273,4068400
2021-02-18,14.5,14.600000381469727,14.399999618530273,14.399999618530273,14.399999618530273,3179400
2021-02-19,14.399999618530273,14.5,14.100000381469727,14.300000190734863,14.300000190734863,10492000
2021-02-22,14.199999809265137,14.300000190734863,13.899999618530273,14.199999809265137,14.199999809265137,8010300
2021-02-23,14.100000381469727,14.300000190734863,14.0,14.100000381469727,14.100000381469727,4869200
2021-02-24,14.100000381469727,14.300000190734863,13.899999618530273,13.899999618530273,13.899999618530273,7949900
2021-02-25,14.0,14.300000190734863,13.800000190734863,13.800000190734863,13.800000190734863,12522400
2021-03-01,13.800000190734863,14.300000190734863,13.800000190734863,13.800000190734863,13.800000190734863,9567500
2021-03-02,14.399999618530273,14.399999618530273,13.899999618530273,14.0,14.0,10081900
2021-03-03,14.100000381469727,14.5,14.0,14.399999618530273,14.399999618530273,13326400
2021-03-04,14.399999618530273,14.600000381469727,14.300000190734863,14.5,14.5,13220200
2021-03-05,14.5,14.600000381469727,14.300000190734863,14.5,14.5,8812700
2021-03-08,14.5,14.600000381469727,14.300000190734863,14.399999618530273,14.399999618530273,7902600
2021-03-09,14.399999618530273,14.800000190734863,14.399999618530273,14.699999809265137,14.699999809265137,27815600
2021-03-10,14.899999618530273,15.0,14.600000381469727,14.800000190734863,14.800000190734863,19759000
2021-03-11,14.800000190734863,14.899999618530273,14.300000190734863,14.5,14.5,20226900
2021-03-12,14.5,14.699999809265137,14.300000190734863,14.5,14.5,24335800
2021-03-15,14.699999809265137,15.199999809265137,14.600000381469727,15.0,15.0,29567900
2021-03-16,15.199999809265137,15.399999618530273,15.0,15.199999809265137,15.199999809265137,24534200
2021-03-17,15.300000190734863,15.699999809265137,15.199999809265137,15.399999618530273,15.399999618530273,35173700
2021-03-18,15.600000381469727,15.699999809265137,15.199999809265137,15.199999809265137,15.199999809265137,20168700
2021-03-19,15.199999809265137,15.399999618530273,15.100000381469727,15.199999809265137,15.199999809265137,15261600
2021-03-22,15.199999809265137,15.300000190734863,15.0,15.199999809265137,15.199999809265137,7629100
2021-03-23,15.199999809265137,15.300000190734863,15.0,15.199999809265137,15.199999809265137,10763400
2021-03-24,15.100000381469727,15.199999809265137,14.800000190734863,15.0,15.0,9110700
2021-03-25,14.899999618530273,15.0,14.800000190734863,14.800000190734863,14.800000190734863,8101000
2021-03-26,14.800000190734863,15.100000381469727,14.699999809265137,14.899999618530273,14.899999618530273,13046400
2021-03-29,15.0,15.0,14.800000190734863,14.899999618530273,14.899999618530273,4698000
2021-03-30,15.0,15.0,14.699999809265137,15.0,15.0,9948700
2021-03-31,15.0,15.0,14.699999809265137,14.699999809265137,14.699999809265137,10905100
2021-04-01,14.699999809265137,15.0,14.699999809265137,14.899999618530273,14.899999618530273,12023800
2021-04-02,15.0,15.0,14.800000190734863,14.800000190734863,14.800000190734863,3581900
2021-04-05,14.899999618530273,14.899999618530273,14.5,14.699999809265137,14.699999809265137,12474700
2021-04-07,14.5,14.600000381469727,14.300000190734863,14.600000381469727,14.600000381469727,17704100
2021-04-08,14.800000190734863,15.300000190734863,14.800000190734863,15.199999809265137,15.199999809265137,36061300
2021-04-09,15.399999618530273,16.299999237060547,15.300000190734863,16.100000381469727,16.100000381469727,122003200
2021-04-12,16.600000381469727,17.299999237060547,16.299999237060547,16.600000381469727,16.600000381469727,91249900
2021-04-16,16.700000762939453,17.100000381469727,16.299999237060547,16.899999618530273,16.899999618530273,55044000
2021-04-19,17.0,17.200000762939453,16.799999237060547,17.0,17.0,23616000
2021-04-20,17.0,17.0,16.600000381469727,16.799999237060547,16.799999237060547,19036200
2021-04-21,16.799999237060547,17.0,16.700000762939453,16.700000762939453,16.700000762939453,25513000
2021-04-22,16.799999237060547,16.899999618530273,16.600000381469727,16.600000381469727,16.600000381469727,14164700
2021-04-23,16.600000381469727,17.700000762939453,16.600000381469727,17.700000762939453,17.700000762939453,90722400
2021-04-26,17.600000381469727,19.299999237060547,17.399999618530273,19.100000381469727,19.100000381469727,141604900
2021-04-27,18.899999618530273,19.0,18.5,18.600000381469727,18.600000381469727,50141300
2021-04-28,18.600000381469727,18.799999237060547,18.200000762939453,18.399999618530273,18.399999618530273,31283500
