,Symbols,Vol,Avg,Chg,Price
0,EE,106849600,28531020.0,0.11,1.100000023841858
1,MAX,225205400,224101160.0,-0.0,0.009999999776482582
2,VPO,5382900,3917820.0,-0.01,1.1699999570846558
3,APURE,16286900,3026460.0,0.1,4.400000095367432
4,CBG,9583900,7491620.0,3.5,138.0
5,CM,923900,359600.0,-0.0,3.059999942779541
6,HTC,267100,249640.0,-0.25,37.25
7,ICHI,52379300,11279560.0,0.7,13.199999809265137
8,KSL,16571100,14338820.0,0.08,3.880000114440918
9,KTIS,204900,95000.0,0.04,4.21999979019165
10,NRF,25385400,13445820.0,-0.0,10.399999618530273
11,NSL,29850300,4303460.0,0.4,14.5
12,PB,31800,2380.0,0.0,69.0
13,PRG,3400,3360.0,0.1,11.699999809265137
14,RBF,66786200,17344120.0,1.1,20.600000381469727
15,SAPPE,1524100,1294260.0,0.5,26.25
16,SAUCE,7400,6740.0,0.0,29.0
17,SSC,11900,4420.0,0.25,32.75
18,SSF,43000,38480.0,-0.0,8.699999809265137
19,SST,293500,85640.0,0.0,4.300000190734863
20,TFMAMA,5600,2620.0,-0.5,189.5
21,TKN,16805900,15599420.0,0.1,7.949999809265137
22,TU,42265000,31067100.0,0.3,18.799999237060547
23,BTNC,300,40.0,0.0,12.0
24,CPH,28500,20500.0,-0.04,4.079999923706055
25,CPL,939500,424820.0,-0.0,2.0999999046325684
26,ICC,2700,200.0,0.0,32.0
27,NC,5300,260.0,0.7,10.699999809265137
28,PDJ,741600,591040.0,-0.0,2.8399999141693115
29,SAWANG,36200,0.0,-0.2,10.899999618530273
30,WACOAL,500,380.0,-0.75,40.5
31,AJA,46441800,24667620.0,0.01,0.3100000023841858
32,MODERN,507200,315140.0,0.04,4.039999961853027
33,OGC,2700,1340.0,-1.0,26.0
34,ROCK,11700,4420.0,0.2,11.600000381469727
35,TSR,22227000,3150660.0,0.26,4.679999828338623
36,DDD,15416300,3866520.0,-1.4,19.600000381469727
37,KISS,7497400,6302240.0,-0.0,13.399999618530273
38,OCC,1000,500.0,0.1,10.399999618530273
39,AEC,46516700,24767540.0,-0.17,1.659999966621399
40,FNS,29202200,3577780.0,0.14,4.840000152587891
41,FSS,69145900,34238560.0,0.35,6.400000095367432
42,GBX,29393400,29046680.0,-0.12,1.4199999570846558
43,NCAP,9327800,8652300.0,-0.2,12.0
44,SAK,17835000,10235860.0,-0.4,10.300000190734863
45,TNITY,2152900,1553680.0,0.05,7.400000095367432
46,UOBKH,811600,337040.0,-0.0,6.099999904632568
47,XPG,26440100,17003420.0,0.0,9.100000381469727
48,THRE,45321000,6725520.0,0.03,1.3799999952316284
49,TSI,1939500,1708280.0,-0.01,0.33000001311302185
50,ACG,7898500,912180.0,0.14,3.0199999809265137
51,EASON,1898500,1140100.0,0.04,1.8899999856948853
52,GYT,200,120.0,0.0,245.0
53,IHL,2609500,1725480.0,0.06,4.360000133514404
54,IRC,83100,50940.0,0.1,18.299999237060547
55,PCSGH,1020000,91180.0,0.45,5.800000190734863
56,SAT,3101900,1406760.0,0.7,20.200000762939453
57,SPG,2900,2380.0,-0.0,17.399999618530273
58,TRU,148400,105440.0,0.02,4.340000152587891
59,TSC,8000,6960.0,-0.0,11.899999618530273
60,HTECH,6031300,4123160.0,0.15,5.699999809265137
61,PK,18399100,1850120.0,0.4,2.759999990463257
62,CMAN,9408100,955240.0,0.1,2.7200000286102295
63,GGC,1936900,1101900.0,-0.1,10.300000190734863
64,GIFT,999300,778960.0,-0.02,2.180000066757202
65,SUTHA,325700,76080.0,0.1,4.860000133514404
66,UAC,946000,781280.0,-0.15,5.199999809265137
67,AJ,34629900,8559640.0,-0.6,21.5
68,NEP,818600,371860.0,-0.02,0.4099999964237213
69,SFLEX,1717800,1583500.0,0.0,5.650000095367432
70,SLP,2055300,2052600.0,0.02,0.7599999904632568
71,TFI,32211800,21349620.0,-0.01,0.2800000011920929
72,CITY,843500,123900.0,-0.1,2.200000047683716
73,SAM,17747800,6866320.0,0.0,1.2300000190734863
74,TGPRO,61155100,57718240.0,0.0,0.3400000035762787
75,TSTH,94841600,70023380.0,-0.04,1.6399999856948853
76,CCP,122444800,90189600.0,-0.01,0.7099999785423279
77,COTTO,132143700,29330140.0,-0.06,2.5199999809265137
78,DCC,24228200,21544340.0,-0.02,3.0399999618530273
79,EPG,16195100,13450380.0,-0.3,11.100000381469727
80,PPP,434200,267260.0,0.06,2.0999999046325684
81,RCI,510600,289260.0,0.0,3.880000114440918
82,SCC,2765700,1880020.0,-6.0,412.0
83,SCP,520600,286040.0,-0.1,6.25
84,SKN,6662300,2974020.0,0.25,5.75
85,TOA,3715500,3455140.0,0.0,33.0
86,UMI,4215400,1861940.0,0.02,1.4299999475479126
87,WIIK,8879700,5103000.0,0.02,2.5199999809265137
88,ASW,4281800,3221840.0,-0.1,9.350000381469727
89,ESTAR,10593400,9351460.0,0.0,0.6100000143051147
90,FPT,132800,97760.0,-0.1,12.899999618530273
91,NCH,11647600,2384200.0,0.02,1.6699999570846558
92,NNCL,2985900,2250160.0,0.02,2.640000104904175
93,NOBLE,9712700,6894580.0,0.05,7.650000095367432
94,PSH,1821200,1675220.0,-0.1,14.100000381469727
95,SAMCO,9422300,2390800.0,0.01,1.8799999952316284
96,SIRI,909076500,500931300.0,-0.07,1.350000023841858
