,Hammer,Price
0,AEC,1.7699999809265137
1,AFC,11.0
2,AU,10.899999618530273
3,MCS,14.800000190734863
4,SCCC,178.0
5,SYNEX,24.899999618530273
6,TNPF,1.9800000190734863
