,Hammer,Price,Volume
0,AEONTS,193.0,806400
1,CENTEL,35.5,3581400
2,DDD,21.299999237060547,5161300
3,DTAC,31.75,10505000
4,RPC,0.9900000095367432,4002500
5,SAPPE,26.25,785900
6,SHANG,56.5,500
7,SMK,37.5,8600
8,SPACK,2.880000114440918,961800
9,STGT,41.75,8453600
10,TCMC,1.9600000381469727,6405300
11,TIP,36.25,1349100
12,TPCORP,13.300000190734863,68000
13,UVAN,6.050000190734863,1984400
