,Hammer,Price
0,BH,131.5
1,CHARAN,32.0
2,IRC,18.799999237060547
3,JKN,10.300000190734863
4,MFC,18.899999618530273
5,RAM,138.5
6,SPVI,6.699999809265137
7,TIGER,2.940000057220459
8,TIP,34.25
