,Hammer,Price
0,ASK,33.75
1,BCT,44.0
2,BRR,7.550000190734863
3,FMT,29.0
4,KUMWEL,1.9600000381469727
5,OSP,36.5
6,STGT,42.25
7,STI,8.199999809265137
8,SYNEX,24.899999618530273
9,TCAP,35.0
10,THG,25.0
