,Hammer,Price
0,CGD,0.7099999785423279
1,DELTA,550.0
2,JKN,10.399999618530273
3,NEX,5.800000190734863
4,SAT,20.399999618530273
5,SAWAD,75.75
6,SCC,426.0
7,SINGER,36.75
8,SIS,32.0
9,STEC,15.100000381469727
