,Hammer,Price
0,BFIT,40.0
1,DEMCO,4.900000095367432
2,IRC,18.799999237060547
3,JKN,10.300000190734863
4,MFC,18.899999618530273
5,NSI,78.0
6,SAMTEL,7.349999904632568
7,SHANG,53.5
8,SPC,60.25
9,SPVI,6.599999904632568
10,SSP,13.699999809265137
11,TIP,33.75
