,MorningStar,Price
0,INOX,1.1299999952316284
1,JMART,35.5
2,NETBAY,26.25
3,OTO,5.449999809265137
4,PAP,5.099999904632568
5,PLANET,2.380000114440918
6,PTTGC,61.25
7,SCC,428.0
8,SINGER,37.75
9,SPVI,6.400000095367432
10,STA,42.25
