,MorningStar,Price,Volume
0,ICHI,12.399999618530273,4243300
1,OISHI,42.0,14700
2,FANCY,1.0399999618530273,1173500
3,AMANAH,5.099999904632568,14494400
4,ASAP,2.5199999809265137,890400
5,CHAYO,14.100000381469727,9165700
6,GBX,1.2799999713897705,6635300
7,NCAP,11.100000381469727,4603100
8,THREL,3.299999952316284,754400
9,KKC,1.1200000047683716,683800
10,AMC,3.7799999713897705,904600
11,LHK,3.4200000762939453,1037000
12,VNG,6.550000190734863,681200
13,CGD,0.6000000238418579,91358200
14,NVD,2.5399999618530273,679900
15,PLAT,3.059999942779541,695700
16,S,2.119999885559082,3606600
17,APCS,5.550000190734863,681000
18,BJCHI,2.0399999618530273,3766300
19,CNT,1.9900000095367432,243900
20,UNIQ,7.349999904632568,2549200
21,ACC,0.9300000071525574,1715700
22,BGRIM,41.5,5931300
23,EGCO,172.0,1406300
24,GPSC,71.75,7750500
25,IRPC,3.799999952316284,111360700
26,MDX,5.599999904632568,1922900
27,OR,30.5,13936700
28,RATCH,45.0,23875500
29,SCG,4.079999923706055,29500
30,SCI,1.9700000286102295,2422800
31,SGP,11.399999618530273,3792600
32,SOLAR,1.5099999904632568,3136200
33,SPRC,9.850000381469727,21257000
34,SUPER,0.9300000071525574,129518300
35,TAE,2.4600000381469727,754600
36,TPIPP,4.340000152587891,6463300
37,TTW,11.800000190734863,4381700
38,B52,0.6899999976158142,4096400
39,BIG,0.6600000262260437,12515900
40,BJC,34.25,3309700
41,CPALL,60.0,12142300
42,CRC,34.75,11432800
43,DOHOME,25.0,7409500
44,ILM,14.899999618530273,631100
45,KAMART,4.079999923706055,694100
46,MC,9.100000381469727,2084400
47,MIDA,0.6499999761581421,7206900
48,RSP,2.299999952316284,645700
49,SCM,4.860000133514404,1080000
50,SINGER,33.5,2129600
51,PRINC,4.340000152587891,3857200
52,BEC,13.300000190734863,13022800
53,MATCH,1.6399999856948853,29700
54,MONO,1.9199999570846558,12519500
55,PLANB,6.150000095367432,19916400
56,SE-ED,2.0399999618530273,27300
57,VGI,6.050000190734863,16707500
58,WAVE,0.8799999952316284,12341000
59,WORK,21.299999237060547,2886700
60,SO,10.699999809265137,2431200
61,CENTEL,33.0,3270500
62,ERW,2.819999933242798,33398500
63,SHR,3.319999933242798,9935400
64,ASIMAR,2.700000047683716,1758000
65,BA,9.5,4769400
66,BEM,8.399999618530273,65258400
67,BTS,9.449999809265137,47048100
68,DMT,13.5,2117000
69,III,12.300000190734863,29276300
70,JUTHA,0.9800000190734863,1230000
71,RCL,48.0,34561700
72,TFFIF,8.350000381469727,3036200
73,CCET,3.299999952316284,11978900
74,SVI,4.820000171661377,2118900
75,TEAM,2.7200000286102295,2301200
76,AIT,21.600000381469727,93700
77,DTAC,30.5,3789300
78,HUMAN,9.100000381469727,199000
79,JAS,2.7799999713897705,26013600
80,JASIF,9.75,4699800
81,JMART,33.75,5281800
82,SAMTEL,6.5,269700
83,TRUE,3.2200000286102295,41908400
