,MorningStar,Price,Volume
0,ENGY,6.019999980926514,1700
1,GLD,2.3399999141693115,1521200
2,TH100,4.349999904632568,1300
3,BTW,1.159999966621399,313200
4,CIG,0.6800000071525574,4060000
5,CPH,4.079999923706055,7700
6,EP,5.800000190734863,2202000
7,HPT,0.8600000143051147,40615300
8,KSL,3.9000000953674316,22202100
9,LST,4.980000019073486,1254900
10,M-CHAI,181.0,4200
11,MC,9.550000190734863,2974900
12,NETBAY,26.0,211800
13,PAP,5.0,1174100
14,PIMO,3.5999999046325684,4814600
15,PTTGC,58.75,35506500
16,QLT,4.400000095367432,40200
17,SAMTEL,6.949999809265137,529200
18,SSSC,2.8399999141693115,84900
19,STPI,4.539999961853027,4762500
20,THE,2.799999952316284,3902800
21,TMB,1.1399999856948853,413189200
22,TNP,5.75,2888400
23,TQR,18.700000762939453,404500
24,TSR,4.300000190734863,3303300
25,UPOIC,5.800000190734863,131700
26,VARO,4.559999942779541,300
