,MorningStar,Price,Volume
0,GFPT,11.300000190734863,4649100
1,LEE,2.759999990463257,235100
2,NER,6.699999809265137,17599800
3,TWPC,5.300000190734863,1636400
4,KSL,3.5799999237060547,5459100
5,NSL,14.5,5441900
6,SORKON,4.659999847412109,665500
7,SSC,32.25,1400
8,TFG,4.880000114440918,2902900
9,TIPCO,9.300000190734863,1286600
10,TKN,7.5,4448200
11,FANCY,1.0099999904632568,2966600
12,SIAM,1.899999976158142,325700
13,TSR,4.300000190734863,1804200
14,KISS,12.800000190734863,1727900
15,ASP,3.559999942779541,11693200
16,FNS,4.619999885559082,1141900
17,IFS,2.680000066757202,384100
18,MBKET,12.699999809265137,258000
19,MICRO,8.399999618530273,6769200
20,THANI,4.920000076293945,76439600
21,ACG,2.880000114440918,329800
22,CWT,3.859999895095825,3544000
23,PCSGH,5.650000095367432,91000
24,CRANE,1.7400000095367432,4710800
25,STARK,3.7200000286102295,29366300
26,TPCS,13.300000190734863,6200
27,VARO,4.360000133514404,2600
28,PATO,11.199999809265137,19400
29,SUTHA,5.050000190734863,621800
30,SITHAI,1.350000023841858,13863200
31,SSSC,2.759999990463257,48600
32,TMT,10.199999809265137,1226800
33,CCP,0.6200000047683716,41484000
34,COTTO,2.4000000953674316,20891800
35,DCON,0.49000000953674316,53980700
36,PPP,2.0999999046325684,160600
37,TASCO,19.200000762939453,6208900
38,TOA,31.5,6368400
39,AMATA,18.600000381469727,5409500
40,AP,8.300000190734863,7758400
41,AWC,4.420000076293945,196593100
42,CPN,53.0,10213700
43,J,2.9600000381469727,1490200
44,LH,8.149999618530273,31524600
45,LPN,5.150000095367432,3808200
46,MJD,1.9900000095367432,2793800
47,NCH,1.6399999856948853,2077800
48,NNCL,2.619999885559082,1625000
49,PLAT,3.0399999618530273,626200
50,PSH,13.699999809265137,1471900
51,ROJNA,6.849999904632568,4361200
52,SAMCO,1.6799999475479126,1765400
53,SC,3.059999942779541,3471000
54,SIRI,1.3300000429153442,234668500
55,SPALI,20.799999237060547,4721100
56,U,0.9300000071525574,25985100
57,WIN,0.6499999761581421,5191100
58,BJCHI,1.9800000190734863,2413000
59,CK,19.100000381469727,14321800
60,ITD,2.4000000953674316,133970700
61,NWR,1.100000023841858,87714400
62,PLE,0.9100000262260437,6776600
63,PYLON,4.400000095367432,1093900
64,RT,2.4800000190734863,8777900
65,SEAFCO,4.599999904632568,7535300
66,SQ,2.680000066757202,8077300
67,STEC,13.699999809265137,14247600
68,SYNTEC,2.0,10864100
69,TEAMG,2.3399999141693115,4067800
70,TPOLY,2.0999999046325684,1376900
71,TRITN,0.25999999046325684,83580100
72,TTCL,4.420000076293945,902100
73,UNIQ,7.349999904632568,3869100
74,WGE,1.909999966621399,3178900
75,ACC,0.9100000262260437,1252800
76,AI,2.200000047683716,18643400
77,BAFS,27.25,803100
78,BCPG,13.199999809265137,2210700
79,DEMCO,4.380000114440918,3088800
80,EGCO,171.5,1426100
81,GPSC,72.5,5821400
82,GULF,33.5,7200900
83,IRPC,3.819999933242798,53733200
84,MDX,5.599999904632568,1931800
85,OR,30.0,24971500
86,RATCH,45.25,10927000
87,SCG,4.059999942779541,12500
88,SCI,1.9700000286102295,1492800
89,SGP,11.5,2110300
90,SOLAR,1.5,1175500
91,SPRC,9.800000190734863,11256400
92,SUPER,0.9300000071525574,228404300
93,TAE,2.440000057220459,1182800
94,TOP,54.25,8336500
95,TPIPP,4.340000152587891,6313300
96,TTW,11.699999809265137,2644000
97,B52,0.6800000071525574,3212700
98,BIG,0.6600000262260437,5930300
99,BJC,34.5,1790800
100,CPALL,59.5,14733600
101,CRC,34.75,6693800
102,CSS,2.059999942779541,13050600
103,DOHOME,25.0,2710800
104,ILM,15.0,336900
105,KAMART,4.079999923706055,578700
106,MAKRO,37.25,375300
107,MC,9.100000381469727,1861900
108,MEGA,36.75,5164200
109,MIDA,0.6399999856948853,5551600
110,SCM,4.860000133514404,276200
111,SINGER,33.75,1805200
112,GPI,2.2200000286102295,17841800
113,MATCH,1.659999966621399,24500
114,MONO,1.909999966621399,8997500
115,NMG,0.1599999964237213,3028100
116,PLANB,6.150000095367432,16950700
117,SE-ED,2.0399999618530273,5500
118,VGI,6.0,21944800
119,WAVE,0.8600000143051147,11047300
120,WORK,21.5,794900
121,BWG,0.8199999928474426,183614600
122,CENTEL,33.75,4267200
123,ERW,2.8399999141693115,43379000
124,SHR,3.359999895095825,8239000
125,AAV,2.799999952316284,63700000
126,BA,9.550000190734863,11272400
127,BEM,8.149999618530273,82122100
128,BTS,9.25,39266900
129,DMT,13.399999618530273,2053100
130,III,12.5,17053200
131,JUTHA,0.9900000095367432,463500
132,NOK,1.5199999809265137,8075200
133,RCL,51.0,36781300
134,TFFIF,8.350000381469727,1810700
135,SVI,4.820000171661377,1440500
136,TEAM,2.759999990463257,1794500
137,AIT,21.5,153600
138,DIF,12.699999809265137,3256600
139,DTAC,30.25,12066300
140,HUMAN,9.149999618530273,186800
141,JAS,2.8399999141693115,19061500
142,JMART,33.75,6040000
143,SDC,0.4000000059604645,2724500
144,THCOM,11.699999809265137,9101300
145,TRUE,3.180000066757202,51930000
