,MorningStar,Price
0,BLA,28.25
1,CPI,3.1600000858306885
2,JMART,35.5
3,M-CHAI,184.5
4,MILL,1.3899999856948853
5,NCAP,13.600000381469727
6,NETBAY,26.25
7,PAP,5.099999904632568
8,PLANET,2.380000114440918
9,PTTGC,61.25
10,SCC,428.0
11,SINGER,37.75
12,TIP,34.0
13,TNPC,1.7899999618530273
14,TQR,19.0
15,UEC,1.6699999570846558
16,UTP,21.399999618530273
17,YGG,20.799999237060547
