,MorningStar,Price
0,ML,1.5199999809265137
1,MORE,1.190000057220459
2,NETBAY,26.5
3,NRF,10.5
4,OTO,5.599999904632568
5,PLANET,2.4800000190734863
6,PRAPAT,1.5499999523162842
7,PTTGC,62.25
8,SAAM,6.050000190734863
9,SELIC,3.5199999809265137
10,SHANG,54.25
11,SINGER,38.5
12,STA,44.25
13,STGT,43.5
14,TC,6.75
15,TNPC,1.809999942779541
16,VCOM,6.900000095367432
