,MorningStar,Price,Volume
0,KBS,4.300000190734863,298500
1,KSL,3.559999942779541,24259700
2,TC,5.75,1254600
3,TIPCO,9.399999618530273,1536100
4,PDJ,2.619999885559082,1791000
5,KISS,13.0,4309500
6,MBKET,12.899999618530273,677700
7,MICRO,8.75,6124200
8,KKC,1.149999976158142,1513100
9,LHK,3.4600000381469727,543500
10,MILL,1.2400000095367432,22772700
11,SMIT,4.420000076293945,748000
12,TGPRO,0.3100000023841858,101953600
13,EPG,10.5,22011000
14,GEL,0.3799999952316284,17137400
15,UMI,1.350000023841858,2530600
16,ANAN,2.0399999618530273,6774500
17,CGD,0.6299999952316284,96433100
18,J,3.0799999237060547,2765000
19,PLAT,3.0799999237060547,1921400
20,RML,0.9300000071525574,12823200
21,U,0.9700000286102295,138745400
22,UV,4.099999904632568,5555200
23,WHA,3.2799999713897705,87570000
24,BKD,2.2799999713897705,738600
25,STEC,14.0,11928200
26,SYNTEC,2.0399999618530273,13594100
27,TRC,0.12999999523162842,4342800
28,UNIQ,7.449999809265137,4971500
29,WGE,1.9800000190734863,5191800
30,AGE,3.299999952316284,8475200
31,BPP,18.100000381469727,3599400
32,EGCO,173.0,2517900
33,MDX,5.650000095367432,2350300
34,RATCH,45.25,42882900
35,SCG,4.079999923706055,20800
36,SUPER,0.9399999976158142,458104600
37,TAE,2.4600000381469727,2403300
38,TPIPP,4.340000152587891,12814800
39,B52,0.6899999976158142,6266000
40,BIG,0.6700000166893005,12725300
41,BJC,34.5,3056700
42,CPALL,60.0,21624400
43,CRC,35.0,13437100
44,DOHOME,24.399999618530273,9257300
45,ILM,15.199999809265137,781800
46,KAMART,4.059999942779541,1417100
47,MC,9.149999618530273,3733400
48,MIDA,0.6399999856948853,20327800
49,SCM,4.860000133514404,2167200
50,WAVE,0.8999999761581421,26127700
51,WORK,21.0,5648500
52,CENTEL,34.0,4395300
53,SHR,3.4000000953674316,18852500
54,AOT,64.0,45120300
55,ASIMAR,2.6600000858306885,1300400
56,SVI,4.840000152587891,3539500
57,AIT,21.600000381469727,270800
58,DIF,12.600000381469727,17689400
59,SYMC,5.300000190734863,19500
60,TRUE,3.240000009536743,58345500
