,MorningStar,Price,Volume
0,UVAN,5.900000095367432,362600
1,VPO,1.2200000286102295,4254600
2,GLOCON,1.1299999952316284,46155900
3,KTIS,6.300000190734863,1091200
4,MINT,27.75,39667800
5,TSR,3.9800000190734863,3014900
6,APCO,6.349999904632568,1026600
7,DDD,17.600000381469727,2883200
8,TOG,6.949999809265137,796800
9,FSS,5.050000190734863,8161600
10,KGI,6.25,10068000
11,MBKET,11.600000381469727,217500
12,MICRO,8.449999809265137,3096300
13,ML,1.3200000524520874,3444300
14,IVL,37.0,47645300
15,AMC,3.680000066757202,765400
16,CSP,1.9800000190734863,259900
17,PERM,2.559999942779541,1719000
18,RCI,2.859999895095825,145000
19,SCP,6.0,197200
20,SKN,5.150000095367432,797100
21,UMI,1.3200000524520874,3041800
22,CPN,49.25,8650700
23,GLAND,2.119999885559082,240800
24,MJD,1.899999976158142,860200
25,NCH,1.4500000476837158,2061700
26,PSH,12.800000190734863,1146900
27,SAMCO,1.559999942779541,910800
28,SENA,3.9600000381469727,1314600
29,UV,3.799999952316284,3499600
30,WHA,3.059999942779541,71439400
31,ITD,2.200000047683716,46684000
32,PLE,0.8399999737739563,4009300
33,PREB,8.0,76000
34,SEAFCO,4.460000038146973,1247000
35,SRICHA,20.899999618530273,634000
36,BCP,22.700000762939453,8094800
37,PTG,16.700000762939453,36908700
38,PTT,35.75,139101700
39,PTTEP,107.5,12654000
40,TOP,46.75,29486000
41,KAMART,3.680000066757202,1450900
42,SCM,6.349999904632568,1267200
43,AHC,14.199999809265137,35500
44,PR9,10.699999809265137,763100
45,GRAMMY,13.899999618530273,13400
46,AAV,2.559999942779541,76096000
47,NYT,4.559999942779541,6527500
48,CCET,3.180000066757202,10791900
49,SAMART,8.149999618530273,7220600
