,Name,Price,Volume,Avg
0,1DIV,10.350000381469727,52200,46280.0
1,EBANK,4.489999771118164,15300,12600.0
2,GLD,2.4000000953674316,1705800,1370080.0
3,ABICO,5.25,36700,33440.0
4,AHC,13.600000381469727,22600,21320.0
5,AIMIRT,12.199999809265137,255400,193620.0
6,AIT,22.0,276300,210000.0
7,AKR,1.0399999618530273,19857400,16737820.0
8,AMATAR,9.5,362800,63700.0
9,AP,8.649999618530273,29993700,14234060.0
10,AQUA,0.4399999976158142,43315700,16157000.0
11,ARROW,8.699999809265137,145000,122280.0
12,B-WORK,10.0,292200,144820.0
13,BAY,32.0,1362600,723060.0
14,BBL,117.5,9595400,7206220.0
15,BCPG,14.0,7148800,4988620.0
16,BGT,1.1299999952316284,162000,150380.0
17,BJC,35.0,4694400,4237900.0
18,BOFFICE,9.449999809265137,217800,127860.0
19,BROCK,1.6100000143051147,162100,49080.0
20,BTNC,12.0,1200,620.0
21,CHEWA,1.090000033378601,60572100,10236820.0
22,CITY,2.4000000953674316,202600,195460.0
23,CMR,2.359999895095825,866400,726780.0
24,CPF,27.0,52951000,38759040.0
25,CPTGF,9.149999618530273,122100,92860.0
26,CSC,53.5,69600,8980.0
27,CTARAF,4.980000019073486,571500,255680.0
28,CTW,7.900000095367432,135700,99500.0
29,DIF,12.300000190734863,15301900,5075480.0
30,DOD,13.600000381469727,9619200,4194960.0
31,DTC,8.199999809265137,328600,262020.0
32,EGATIF,12.199999809265137,2793400,1766680.0
33,ERWPF,4.28000020980835,206200,192980.0
34,FLOYD,2.0199999809265137,694900,579940.0
35,FMT,28.75,6100,3860.0
36,FPT,12.800000190734863,147400,128020.0
37,FTREIT,13.0,300200,201980.0
38,FUTUREPF,14.300000190734863,141700,126220.0
39,GFPT,11.0,4545000,3828180.0
40,GOLDPF,6.949999809265137,13300,8440.0
41,HPF,4.699999809265137,162800,130460.0
42,HPT,1.0,1451000,1425080.0
43,HREIT,8.5,404800,400320.0
44,ICC,32.0,20200,720.0
45,IFS,2.759999990463257,510000,371420.0
46,IIG,25.25,388900,284720.0
47,IND,1.8899999856948853,2058900,1495620.0
48,IRC,18.799999237060547,59000,57100.0
49,JCT,79.5,4000,1960.0
50,JUBILE,25.5,289500,76380.0
51,KAMART,4.099999904632568,6563900,1086600.0
52,KBANK,118.5,67315600,63474500.0
53,KCAR,8.449999809265137,137800,48820.0
54,KDH,85.0,4100,280.0
55,KYE,434.0,3600,3580.0
56,LALIN,9.949999809265137,996300,293100.0
57,LH,8.149999618530273,62538400,52797540.0
58,LRH,33.5,9300,5200.0
59,LUXF,6.300000190734863,5800,1320.0
60,M-CHAI,187.0,2400,600.0
61,MACO,0.7099999785423279,16324800,15863180.0
62,MALEE,7.150000095367432,459400,68160.0
63,METCO,249.0,16700,12060.0
64,MFC,18.899999618530273,250300,217440.0
65,MFEC,6.050000190734863,637800,335160.0
66,MM,1.8799999952316284,473100,274320.0
67,MSC,6.199999809265137,169900,119740.0
68,NFC,4.039999961853027,10600,8540.0
69,NOBLE,7.650000095367432,39619100,12172940.0
70,NOVA,12.699999809265137,114200,25220.0
71,NTV,40.25,166300,75120.0
72,OGC,26.0,82300,26280.0
73,OISHI,43.25,27100,24880.0
74,PDI,9.149999618530273,530400,402980.0
75,PICO,3.2799999713897705,34700,29300.0
76,PL,2.759999990463257,441300,273660.0
77,POPF,10.899999618530273,101000,87240.0
78,PRG,11.5,16200,5920.0
79,PRIME,2.5199999809265137,8611500,5152320.0
80,PRIN,2.2799999713897705,1229100,302580.0
81,PRM,7.5,39383100,25493740.0
82,PROSPECT,9.350000381469727,195700,90020.0
83,PT,6.0,560600,322340.0
84,Q-CON,5.449999809265137,893500,182280.0
85,QHOP,2.3399999141693115,17400,220.0
86,QHPF,9.449999809265137,1007200,790740.0
87,RAM,138.5,64400,29640.0
88,ROCK,9.0,100,40.0
89,SAUCE,29.5,37300,10600.0
90,SCC,430.0,3626400,2734740.0
91,SCM,5.150000095367432,4897000,1434380.0
92,SCP,6.449999809265137,749400,536440.0
93,SE,1.3600000143051147,2167500,1436840.0
94,SFLEX,5.900000095367432,6848300,4413820.0
95,SFP,102.0,1000,300.0
96,SISB,9.75,1456500,1425120.0
97,SNC,14.399999618530273,711200,625700.0
98,SNP,13.399999618530273,215900,68100.0
99,SORKON,4.699999809265137,792600,613080.0
100,SPACK,2.8399999141693115,1010700,854480.0
101,SPG,18.0,7600,1580.0
102,SPRIME,7.099999904632568,284100,45640.0
103,SSC,33.5,1700,1440.0
104,SSSC,2.9000000953674316,309200,171640.0
105,STANLY,181.5,146500,61680.0
106,STARK,4.119999885559082,49085600,43235820.0
107,SUSCO,3.359999895095825,7283700,846340.0
108,SWC,5.699999809265137,310700,188220.0
109,THG,25.5,1280300,858380.0
110,THIP,33.5,64200,44220.0
111,TISCO,89.75,4092500,3622440.0
112,TITLE,2.4200000762939453,637100,342740.0
113,TMB,1.1399999856948853,249495300,248667440.0
114,TNPF,1.9600000381469727,20000,3960.0
115,TPCORP,13.300000190734863,10900,5020.0
116,TPIPP,4.519999980926514,27391300,20450800.0
117,TQM,116.5,807400,777860.0
118,TRITN,0.3100000023841858,244969900,46405500.0
119,TSTE,7.0,13600,9640.0
120,TTW,11.699999809265137,5600200,4616280.0
121,UP,17.200000762939453,11200,4500.0
122,VIH,9.050000190734863,1391000,1078960.0
123,VRANDA,6.650000095367432,1504700,276060.0
124,WACOAL,40.5,5400,1440.0
125,WINNER,2.859999895095825,1704600,1201320.0
126,XO,22.700000762939453,21249900,2478540.0
