,Name,Price,Volume,Avg
0,CHINA,8.220000267028809,543700,435380.0
1,GLD,2.390000104904175,2503800,1019340.0
2,A,5.0,2500,2400.0
3,ABM,1.2799999713897705,1171000,1104560.0
4,AHC,13.800000190734863,19400,18480.0
5,AIMIRT,12.0,522500,89940.0
6,AIRA,2.119999885559082,2298000,246800.0
7,AMATAR,9.550000190734863,98100,57780.0
8,AP,8.600000381469727,15604400,14216100.0
9,APCO,3.799999952316284,459800,333200.0
10,AQUA,0.4399999976158142,16979700,15382260.0
11,ARROW,8.75,149600,115720.0
12,ASEFA,4.579999923706055,194900,160240.0
13,BAM,18.600000381469727,21470000,16493460.0
14,BBL,116.0,10694400,7778160.0
15,BCT,47.0,37500,32940.0
16,BDMS,21.5,29080000,27858620.0
17,BGC,10.199999809265137,2209700,1232800.0
18,BTW,1.2200000286102295,438800,322520.0
19,CGD,0.800000011920929,216955800,135243720.0
20,CHG,3.440000057220459,82590600,71613820.0
21,CITY,2.4200000762939453,276700,188560.0
22,CPNCG,10.699999809265137,1132100,210760.0
23,CSC,53.5,69600,8980.0
24,CTW,7.900000095367432,135700,99500.0
25,DIF,12.399999618530273,14269800,7239480.0
26,DOD,13.600000381469727,9619200,4194960.0
27,DTC,8.199999809265137,328600,262020.0
28,FLOYD,2.0199999809265137,694900,579940.0
29,FMT,28.75,6100,3860.0
30,FPT,12.800000190734863,147400,128020.0
31,FTREIT,13.0,300200,201980.0
32,GFPT,11.0,4545000,3828180.0
33,HPT,1.0,1451000,1425080.0
34,HREIT,8.5,404800,400320.0
35,ICC,32.0,20200,720.0
36,IFS,2.759999990463257,510000,371420.0
37,IIG,25.25,388900,284720.0
38,IND,1.8899999856948853,2058900,1495620.0
39,IRC,18.799999237060547,59000,57100.0
40,JASIF,9.699999809265137,16845400,12612540.0
41,JCT,79.5,4000,1960.0
42,JUBILE,25.5,289500,76380.0
43,KAMART,4.099999904632568,6563900,1086600.0
44,KBANK,118.5,67315600,63474500.0
45,KCAR,8.449999809265137,137800,48820.0
46,KDH,85.0,4100,280.0
47,KPNPF,6.900000095367432,53300,18000.0
48,KYE,434.0,3600,3580.0
49,LALIN,9.949999809265137,996300,293100.0
50,LH,8.149999618530273,62538400,52797540.0
51,LRH,33.5,9300,5200.0
52,LUXF,6.5,13100,2360.0
53,M-CHAI,187.0,2400,600.0
54,MACO,0.7099999785423279,16324800,15863180.0
55,MALEE,7.150000095367432,459400,68160.0
56,METCO,249.0,16700,12060.0
57,MFC,18.899999618530273,250300,217440.0
58,MFEC,6.050000190734863,637800,335160.0
59,MNRF,3.059999942779541,80400,47360.0
60,MSC,6.199999809265137,169900,119740.0
61,NFC,4.039999961853027,10600,8540.0
62,NOBLE,7.650000095367432,39619100,12172940.0
63,NOVA,12.699999809265137,114200,25220.0
64,NTV,40.25,166300,75120.0
65,OGC,26.0,82300,26280.0
66,OISHI,43.25,27100,24880.0
67,PDI,9.149999618530273,530400,402980.0
68,PICO,3.2799999713897705,34700,29300.0
69,PL,2.759999990463257,441300,273660.0
70,PRG,11.5,16200,5920.0
71,PRIME,2.5199999809265137,8611500,5152320.0
72,PRIN,2.2799999713897705,1229100,302580.0
73,PRM,7.5,39383100,25493740.0
74,PROSPECT,9.350000381469727,195700,90020.0
75,PT,6.0,560600,322340.0
76,Q-CON,5.449999809265137,893500,182280.0
77,QHOP,2.3399999141693115,17400,220.0
78,QHPF,9.449999809265137,1007200,790740.0
79,RAM,138.5,64400,29640.0
80,ROCK,9.0,100,40.0
81,SAUCE,29.5,37300,10600.0
82,SCC,430.0,3626400,2734740.0
83,SCM,5.150000095367432,4897000,1434380.0
84,SCP,6.449999809265137,749400,536440.0
85,SE,1.3600000143051147,2167500,1436840.0
86,SFLEX,5.900000095367432,6848300,4413820.0
87,SFP,102.0,1000,300.0
88,SIRIP,8.149999618530273,3200,2180.0
89,SISB,9.75,1456500,1425120.0
90,SNC,14.399999618530273,711200,625700.0
91,SNP,13.399999618530273,215900,68100.0
92,SORKON,4.699999809265137,792600,613080.0
93,SPACK,2.8399999141693115,1010700,854480.0
94,SPG,18.0,7600,1580.0
95,SPRIME,7.099999904632568,284100,45640.0
96,SSC,33.5,1700,1440.0
97,SSSC,2.9000000953674316,309200,171640.0
98,STANLY,181.5,146500,61680.0
99,STARK,4.119999885559082,49085600,43235820.0
100,SUSCO,3.359999895095825,7283700,846340.0
101,SWC,5.699999809265137,310700,188220.0
102,TBSP,11.800000190734863,1100,140.0
103,THG,25.5,1280300,858380.0
104,THIP,33.5,64200,44220.0
105,TISCO,89.75,4092500,3622440.0
106,TITLE,2.4200000762939453,637100,342740.0
107,TMB,1.149999976158142,278566100,252388000.0
108,TPCORP,13.399999618530273,7300,4180.0
109,TPIPP,4.519999980926514,27391300,20450800.0
110,TQM,116.5,807400,777860.0
111,TRITN,0.3100000023841858,244969900,46405500.0
112,TSTE,7.0,13600,9640.0
113,TTLPF,23.0,13900,3920.0
114,TTW,11.699999809265137,5600200,4616280.0
115,UP,17.200000762939453,11200,4500.0
116,VRANDA,6.650000095367432,490500,198260.0
117,WACOAL,40.5,1700,1500.0
118,WHART,13.5,548400,492360.0
119,YUASA,18.200000762939453,60500,50480.0
