,Name,Price,Volume,Avg
0,1DIV,10.420000076293945,20400,29180.0
1,BMSCG,10.930000305175781,28400,53180.0
2,BMSCITH,11.229999542236328,180100,304700.0
3,BSET100,10.140000343322754,56000,230120.0
4,CHINA,8.15999984741211,91300,241520.0
5,EBANK,4.630000114440918,1400,13880.0
6,ENGY,6.119999885559082,1900,12580.0
7,ENY,7.300000190734863,0,6000.0
8,GLD,2.390000104904175,1701700,1292260.0
9,TDEX,9.710000038146973,309200,692920.0
10,TH100,4.420000076293945,8000,3140.0
11,3K-BAT,70.0,200,140.0
12,A,4.980000019073486,2200,3600.0
13,ABICO,5.550000190734863,133300,111560.0
14,ABM,1.2999999523162842,2202100,1449740.0
15,ABPIF,2.4800000190734863,215100,204920.0
16,ACE,3.7799999713897705,26878000,48027260.0
17,ADVANC,174.5,4734700,7279800.0
18,AEONTS,203.0,419500,435080.0
19,AF,0.7599999904632568,850700,4233800.0
20,AH,23.100000381469727,1646600,3051180.0
21,AHC,13.800000190734863,93500,43540.0
22,AI,2.299999952316284,21448600,15337660.0
23,AIMIRT,12.300000190734863,181500,410680.0
24,AIRA,2.0999999046325684,152300,160000.0
25,AIT,22.0,245800,157920.0
26,AJ,19.899999618530273,2007700,5136300.0
27,AKR,1.0499999523162842,38007400,86095420.0
28,ALL,3.200000047683716,16565500,52534320.0
29,ALLA,2.059999942779541,2477400,3101000.0
30,ALT,2.799999952316284,2061500,4912280.0
31,ALUCON,180.0,500,1820.0
32,AMATA,19.700000762939453,10504600,24208880.0
33,AMATAR,9.600000381469727,33000,114680.0
34,AP,8.5,25184600,19572920.0
35,APCO,4.019999980926514,6705100,270920.0
36,APURE,4.519999980926514,5495600,6828900.0
37,AQUA,0.4399999976158142,13948700,23144120.0
38,ARROW,9.0,1255600,112380.0
39,ASAP,2.5199999809265137,670400,731520.0
40,ASEFA,4.619999885559082,327700,276680.0
41,ASIA,5.650000095367432,700,3040.0
42,ASIAN,14.5,6253500,9495920.0
43,ASN,4.059999942779541,3500,10600.0
44,ATP30,1.309999942779541,11789500,1142920.0
45,AUCT,10.600000381469727,3564500,2479520.0
46,AWC,5.050000190734863,31258700,104734020.0
47,AYUD,37.0,200,2440.0
48,B-WORK,10.0,282000,521740.0
49,BAM,19.600000381469727,23647100,28979400.0
50,BAY,34.25,768600,1591140.0
51,BBL,123.0,6870900,10344580.0
52,BCH,20.299999237060547,11094100,25270080.0
53,BCP,26.25,2251900,5007600.0
54,BCPG,14.100000381469727,8441700,5315540.0
55,BCT,44.0,425800,71000.0
56,BDMS,22.899999618530273,26944800,45801120.0
57,BGC,10.300000190734863,1735700,1585040.0
58,BGT,1.149999976158142,551600,2644080.0
59,BH,135.5,448500,1239380.0
60,BIG,0.699999988079071,35574300,27846720.0
61,BJC,36.5,2723000,6258800.0
62,BKD,2.299999952316284,264700,888100.0
63,BKI,281.0,103600,82800.0
64,BKKCP,11.100000381469727,8000,19540.0
65,BLAND,1.159999966621399,33861000,37673160.0
66,BOFFICE,9.449999809265137,344600,211540.0
67,BR,3.059999942779541,5299800,2675340.0
68,BROCK,1.659999966621399,24900,193880.0
69,BTNC,12.300000190734863,100,1040.0
70,BTSGIF,5.0,2005000,3572100.0
