,Name,Price,Volume,Avg
0,1DIV,10.319999694824219,21100,29060.0
1,BMSCG,10.880000114440918,27800,52380.0
2,BMSCITH,11.170000076293945,59800,315980.0
3,BSET100,10.0600004196167,35200,221660.0
4,CHINA,8.069999694824219,352700,231360.0
5,EBANK,4.550000190734863,16500,11100.0
6,ENGY,6.090000152587891,2700,7400.0
7,ENY,7.199999809265137,100,5620.0
8,GLD,2.390000104904175,533700,1291440.0
9,TDEX,9.640000343322754,284900,668900.0
10,TH100,4.400000095367432,4400,4320.0
11,3K-BAT,69.0,3500,120.0
12,A,4.980000019073486,7200,3540.0
13,ABPIF,2.4800000190734863,247600,182880.0
14,ACE,3.700000047683716,25607900,34424460.0
15,ADVANC,173.5,4870200,7347220.0
16,AEONTS,202.0,1905000,447540.0
17,AF,0.7599999904632568,1493600,4259020.0
18,AH,23.600000381469727,1500300,2184900.0
19,AHC,13.699999809265137,30700,57720.0
20,AIMIRT,12.199999809265137,700100,395900.0
21,AIRA,2.059999942779541,344900,134760.0
22,AIT,22.0,122600,151820.0
23,AJ,19.600000381469727,2318000,5033960.0
24,ALT,2.819999933242798,4513200,4296580.0
25,ALUCON,180.5,200,1760.0
26,AMATAR,9.550000190734863,73100,48720.0
27,AP,8.350000381469727,17564600,18611100.0
28,AQUA,0.4300000071525574,20125600,17270720.0
29,ARROW,9.0,978700,334500.0
30,ASAP,2.4800000190734863,477100,678160.0
31,ASEFA,4.559999942779541,414000,321060.0
32,ASIA,5.599999904632568,19800,1460.0
33,ASN,4.039999961853027,9600,7460.0
34,ATP30,1.2999999523162842,3525600,3386760.0
35,AUCT,10.5,3429700,2364720.0
36,AYUD,36.25,16500,1860.0
37,B-WORK,10.100000381469727,873900,476760.0
38,BBL,121.0,10488600,9799680.0
39,BCH,20.600000381469727,17329900,22348260.0
40,BCP,26.0,3631000,3718560.0
41,BCPG,14.100000381469727,6597700,5574120.0
42,BGC,10.199999809265137,4475200,1696160.0
43,BGT,1.149999976158142,851600,2722000.0
44,BH,134.0,1113900,1183200.0
45,BJC,36.0,2993000,5864520.0
46,BKD,2.299999952316284,209100,802820.0
47,BKI,281.0,102700,76520.0
48,BKKCP,11.199999809265137,76600,16140.0
49,BLAND,1.159999966621399,32280600,40457180.0
50,BOFFICE,9.5,1122900,236900.0
51,BPP,19.5,4096000,7423360.0
52,BRRGIF,5.75,25300,76340.0
53,BTNC,12.0,100,820.0
54,BTSGIF,5.0,3496200,3225580.0
55,BTW,1.2100000381469727,168600,427320.0
56,BWG,0.800000011920929,120410000,105565200.0
57,CAZ,2.700000047683716,1750800,2380720.0
58,CBG,131.0,2883200,3967120.0
59,CHARAN,31.25,1500,5840.0
60,CHEWA,1.0800000429153442,5983100,22604740.0
61,CHO,1.0299999713897705,9119600,6656280.0
62,CHOW,4.039999961853027,96900,103680.0
63,CM,2.9200000762939453,92000,160280.0
64,CMAN,2.7200000286102295,115500,623680.0
65,CMO,1.399999976158142,1483300,5074200.0
66,CPF,27.5,48684100,35878400.0
67,CPH,4.099999904632568,8900,18660.0
68,CPL,2.0799999237060547,730500,2214000.0
69,CPNCG,11.199999809265137,360600,750960.0
70,CPTGF,9.100000381469727,162000,425520.0
71,CSC,52.0,43900,8220.0
72,CSR,61.25,0,40.0
73,CTARAF,5.050000190734863,8300,43880.0
74,CTW,7.849999904632568,211200,198700.0
75,DCC,3.059999942779541,22124600,22439620.0
76,DIF,12.699999809265137,9813300,14772640.0
77,DOD,13.300000190734863,5201300,3569860.0
78,DTAC,31.75,13242800,13209440.0
79,EASTW,10.100000381469727,1696200,1774160.0
80,ECL,2.119999885559082,122554300,28144240.0
81,EGATIF,12.300000190734863,320500,462960.0
82,ERWPF,4.460000038146973,34900,44640.0
83,ESSO,8.350000381469727,15278000,12000940.0
84,EVER,0.4000000059604645,59233300,40120700.0
85,FLOYD,1.9900000095367432,946100,2503080.0
86,FN,2.4200000762939453,24733200,1923880.0
87,FPT,13.0,123200,103220.0
88,FTREIT,13.5,1803800,918180.0
89,FVC,0.9900000095367432,6397400,15381160.0
