,Name,Price,Volume,Avg
90,GAHREIT,8.25,3400,3960.0
91,GGC,10.300000190734863,408500,848840.0
92,GLAND,2.140000104904175,20300,116660.0
93,GLOBAL,21.399999618530273,11787900,7442000.0
94,GOLDPF,6.75,2600,18140.0
95,GPI,1.8600000143051147,1033200,1214500.0
96,GTB,0.8500000238418579,260300,420580.0
97,GULF,34.25,5504700,9623840.0
98,GVREIT,10.600000381469727,1587500,932680.0
99,HARN,2.5799999237060547,437400,610440.0
100,HPF,4.599999904632568,148400,200060.0
101,HPT,1.0,646700,1384420.0
102,HREIT,8.699999809265137,617900,370840.0
103,HTC,37.75,255900,209560.0
104,HUMAN,9.5,1407000,1600980.0
105,ICC,32.0,0,3120.0
106,ICN,3.9600000381469727,3672500,3549880.0
107,IFS,2.799999952316284,8623600,664980.0
108,IHL,4.460000038146973,1182900,2496940.0
109,IIG,26.25,529000,237700.0
110,ILM,16.600000381469727,1271800,976200.0
111,INOX,1.1200000047683716,12534900,10259400.0
112,INTUCH,65.0,22923900,8075820.0
113,IRC,18.700000762939453,16000,37420.0
114,IRPC,4.0,110645800,193397960.0
115,J,3.180000066757202,3528800,7403800.0
116,JASIF,9.850000381469727,6238000,11880760.0
117,JCT,79.25,300,940.0
118,JKN,10.5,15628700,6486160.0
119,JR,8.0,2532300,6085680.0
120,JUBILE,24.600000381469727,271900,216700.0
121,KAMART,4.239999771118164,8503800,3240100.0
122,KCAR,8.699999809265137,50200,97840.0
123,KDH,83.0,1600,700.0
124,KKP,57.5,4696800,4154700.0
125,KOOL,1.0199999809265137,3893700,7260520.0
126,KPNPF,6.900000095367432,400,6620.0
127,KTB,11.199999809265137,42475700,21752900.0
128,KTIS,4.239999771118164,100600,207720.0
129,KUMWEL,2.0199999809265137,10860600,1795880.0
130,KYE,450.0,10100,8320.0
131,LALIN,10.199999809265137,1897700,669980.0
132,LEE,2.799999952316284,1519400,1172820.0
133,LPH,5.150000095367432,487400,583320.0
134,LRH,33.5,11800,6420.0
135,LST,5.300000190734863,264000,299900.0
136,LUXF,6.550000190734863,33200,14660.0
137,M-CHAI,182.0,5200,1640.0
138,MAKRO,38.0,2855800,1586700.0
139,MALEE,7.050000190734863,200100,791400.0
140,MANRIN,23.799999237060547,2400,1720.0
141,MBAX,6.300000190734863,773100,1416440.0
142,MC,9.699999809265137,2082700,2124860.0
143,MCS,14.300000190734863,2545600,4560480.0
144,MEGA,37.25,17917700,2941860.0
145,METCO,247.0,4700,11060.0
146,MFC,19.100000381469727,37900,284280.0
147,MFEC,6.0,287000,313080.0
148,MILL,1.3899999856948853,42134100,20469660.0
149,MIPF,15.399999618530273,1000,420.0
150,MK,3.140000104904175,238800,62780.0
151,MM,1.8700000047683716,534800,321840.0
152,MNIT,1.6100000143051147,400,74440.0
153,MNRF,3.0,7800,7220.0
154,MONO,2.0,24408100,13378280.0
155,MPIC,1.6100000143051147,4500,12120.0
156,MSC,6.199999809265137,68600,289300.0
157,MTI,91.5,24300,30020.0
158,NC,9.300000190734863,0,240.0
159,NETBAY,26.5,107700,247660.0
160,NFC,4.039999961853027,3300,10380.0
161,NKI,54.0,200,1000.0
162,NNCL,2.700000047683716,2516400,5535680.0
163,NOBLE,7.599999904632568,12398700,6205440.0
164,NOVA,12.399999618530273,0,17140.0
165,NPK,14.0,600,240.0
166,NSI,78.0,300,4080.0
167,NTV,39.5,27700,36240.0
168,OCC,10.399999618530273,1200,0.0
169,OGC,26.0,4200,41400.0
170,OISHI,44.25,73200,36820.0
171,ORI,9.199999809265137,8986100,21416660.0
172,OSP,36.5,2392700,8615220.0
173,OTO,5.449999809265137,925400,993680.0
174,PATO,11.199999809265137,83800,53960.0
175,PB,69.5,0,4680.0
176,PCSGH,5.300000190734863,218700,82660.0
177,PDG,3.9600000381469727,288700,323060.0
178,PICO,3.2799999713897705,114100,11700.0
179,PL,2.759999990463257,282600,268700.0
180,PMTA,11.100000381469727,32100,31220.0
181,POPF,11.100000381469727,87200,114340.0
182,POST,1.100000023841858,0,0.0
183,PPF,11.399999618530273,7800,14860.0
184,PPM,2.0199999809265137,1518100,1968400.0
185,PPP,2.119999885559082,292200,401760.0
186,PR9,10.0,520100,2121840.0
187,PRAKIT,9.5,5500,7220.0
188,PREB,8.699999809265137,203000,173620.0
189,PRG,11.5,2600,7740.0
190,PRIN,2.2799999713897705,194500,515100.0
191,PRINC,4.579999923706055,2496400,4760960.0
192,PRM,7.400000095367432,15918200,21463360.0
193,PROS,3.299999952316284,3315100,7785260.0
194,PROSPECT,9.399999618530273,14700,71120.0
195,PT,6.0,276700,368520.0
196,PTG,18.899999618530273,21781100,12455020.0
197,PTL,27.25,1108100,2185700.0
198,PTTEP,119.5,6374200,6568360.0
199,Q-CON,5.349999904632568,502100,300900.0
200,QH,2.359999895095825,16857000,23947920.0
201,QHOP,2.359999895095825,3700,8700.0
202,QHPF,9.5,964700,1368160.0
203,QLT,4.440000057220459,77800,74080.0
204,QTC,5.25,409100,319220.0
205,RAM,138.5,7600,37820.0
206,RCI,3.880000114440918,226500,342420.0
207,RJH,29.75,697800,829420.0
208,RPH,5.150000095367432,612400,456060.0
209,RT,2.4600000381469727,4340400,9000980.0
210,S11,7.25,1482300,1511920.0
211,SA,6.699999809265137,664400,1512600.0
212,SABINA,20.200000762939453,494500,290400.0
213,SAMCO,1.8700000047683716,1108300,4008300.0
214,SAT,20.700000762939453,1147600,1727900.0
215,SAUCE,29.25,8500,6360.0
216,SAWAD,73.5,12329500,9197260.0
217,SCB,102.5,17263500,9580200.0
218,SCC,420.0,1988500,2476800.0
219,SCCC,179.0,191000,237460.0
220,SCG,4.139999866485596,33300,61200.0
221,SCGP,56.0,14119200,10997720.0
222,SCI,2.0999999046325684,3146500,4750640.0
223,SCM,4.920000076293945,798100,2339420.0
224,SCP,6.449999809265137,283800,427700.0
225,SE,1.309999942779541,1260900,3419380.0
226,SEAOIL,3.140000104904175,8138700,13994940.0
227,SENA,4.320000171661377,1974800,2000100.0
228,SFLEX,5.699999809265137,2797900,2899960.0
229,SFP,101.0,100,280.0
230,SGF,1.2899999618530273,59905800,36841100.0
231,SIRIP,8.100000381469727,0,1720.0
232,SISB,9.75,1276400,1092620.0
233,SMART,0.9399999976158142,1812400,2197220.0
234,SMIT,4.559999942779541,91700,109040.0
235,SMK,37.25,47100,16260.0
236,SMPC,11.100000381469727,489400,1103880.0
237,SNC,14.399999618530273,551700,780420.0
238,SNP,13.699999809265137,143900,276780.0
239,SORKON,4.71999979019165,532000,660040.0
240,SPALI,20.600000381469727,3416500,6177680.0
241,SPC,59.75,6600,12240.0
242,SPCG,18.799999237060547,1764400,3146660.0
243,SPG,17.399999618530273,2000,1440.0
244,SPI,60.25,17800,1060.0
245,SPRIME,7.300000190734863,1521300,180640.0
246,SSC,33.0,6800,2860.0
247,SSF,8.5,93000,23680.0
248,SSPF,8.350000381469727,206900,9260.0
249,SSSC,2.9000000953674316,314700,217780.0
250,SSTRT,5.849999904632568,64900,93620.0
251,STANLY,186.0,105800,135460.0
252,STARK,4.019999980926514,75761600,33426960.0
253,STI,8.149999618530273,896100,578720.0
254,SUC,37.0,235300,59220.0
255,SUSCO,3.200000047683716,1134700,900080.0
256,SUTHA,4.860000133514404,37300,139180.0
257,SVH,412.0,1000,920.0
258,SVI,4.960000038146973,27828300,4170440.0
259,SWC,5.75,71000,106720.0
260,SYMC,5.650000095367432,211300,27880.0
261,TAE,2.640000104904175,2261000,5111280.0
262,TASCO,20.799999237060547,106634600,11979740.0
263,TBSP,11.800000190734863,0,0.0
264,TCAP,35.25,4371400,5152020.0
265,TCCC,36.0,6200,16100.0
266,TFFIF,8.600000381469727,4911300,5588900.0
267,TFMAMA,191.0,800,26720.0
268,TGH,32.75,6900,1700.0
269,TGPRO,0.36000001430511475,15896200,50003360.0
270,THAI,3.319999933242798,0,0.0
271,THE,3.059999942779541,2833600,1717500.0
272,THG,25.25,284000,555260.0
273,THIP,32.75,37500,51100.0
274,THRE,1.3899999856948853,4085000,8500380.0
275,THREL,3.4800000190734863,1775800,1092940.0
276,TIF1,8.649999618530273,4900,14100.0
277,TIGER,2.9600000381469727,431700,539740.0
278,TIP,35.25,1480000,1358680.0
279,TISCO,89.25,6939800,5796060.0
280,TK,9.850000381469727,628900,152000.0
281,TLHPF,7.75,101000,65640.0
282,TMB,1.1699999570846558,463593900,236497200.0
283,TMC,1.0099999904632568,374800,794020.0
284,TMD,24.200000762939453,1600,11440.0
285,TMI,1.2000000476837158,5912100,2917960.0
286,TMILL,3.7200000286102295,548300,991860.0
287,TNH,30.75,48300,24380.0
288,TNP,5.900000095367432,1815400,2473660.0
289,TNPF,2.0,2200,17940.0
290,TPA,6.949999809265137,62200,44480.0
291,TPCORP,13.600000381469727,1100,2340.0
292,TPIPL,1.9500000476837158,22491600,9901260.0
293,TPIPP,4.5,10124600,10434320.0
294,TPRIME,9.850000381469727,321700,145080.0
295,TPS,2.3399999141693115,3656200,2157180.0
296,TQM,115.0,1881000,1185160.0
297,TR,32.5,76200,13180.0
298,TRITN,0.30000001192092896,81584300,89915060.0
299,TRT,2.240000009536743,78300,652500.0
300,TSC,11.899999618530273,6400,9060.0
301,TSTE,7.0,95800,58020.0
302,TTCL,4.880000114440918,4065000,4622540.0
303,TTLPF,23.0,2800,4640.0
304,TTW,12.0,5426200,6808200.0
305,TU,18.5,50978600,32254560.0
306,TVD,1.1399999856948853,1010900,4753860.0
307,TVO,33.0,9292500,3161960.0
308,TWP,3.9000000953674316,209200,86000.0
309,UEC,1.6699999570846558,421100,736580.0
310,UPF,68.0,3200,8080.0
311,UPOIC,6.0,58000,203480.0
312,UVAN,6.400000095367432,468300,572380.0
313,VIBHA,2.140000104904175,11774300,26823560.0
314,VIH,9.199999809265137,1600100,668940.0
315,VNG,7.050000190734863,1035200,794760.0
316,VNT,37.5,726500,800100.0
317,VPO,1.1399999856948853,2471600,2555020.0
318,WACOAL,40.25,800,1000.0
319,WHABT,8.949999809265137,700,13680.0
320,WHART,13.699999809265137,1679300,865620.0
321,WIIK,2.559999942779541,2466400,3044920.0
322,WP,5.050000190734863,205200,338920.0
323,WPH,2.0399999618530273,196500,254040.0
324,YUASA,18.0,33500,50560.0
