,Engulfing,Price,Volume
0,BRR,7.099999904632568,613900
1,SUN,7.150000095367432,5590900
2,THREL,3.359999895095825,1109000
3,SPACK,3.259999990463257,13791100
4,SAM,1.2300000190734863,5098200
5,TWP,3.680000066757202,22000
6,BLAND,1.1200000047683716,22269600
7,SRICHA,21.700000762939453,6797500
8,STPI,4.71999979019165,35201500
9,MPIC,1.559999942779541,15300
10,ASIMAR,2.9000000953674316,6396000
11,SAMART,9.100000381469727,2015300
12,SAMTEL,6.800000190734863,1265600
