,Engulfing,Price,Volume
0,NER,6.800000190734863,26313800
1,PMTA,11.100000381469727,19400
2,INOX,1.090000033378601,15630200
3,TYCN,3.5,629500
4,EGATIF,12.300000190734863,2133800
5,BDMS,23.100000381469727,38184800
6,JWD,13.199999809265137,15674700
7,NYT,4.739999771118164,16521400
