,Engulfing,Price,Volume
0,AEC,1.8200000524520874,56482200
1,AMARIN,7.0,328000
2,BDMS,23.0,34498100
3,BROCK,1.7000000476837158,208100
4,EGCO,184.0,1870300
5,GAHREIT,8.350000381469727,600
6,MATI,6.449999809265137,56100
7,RML,0.9700000286102295,31025100
8,SKE,1.0700000524520874,16822000
9,SYMC,5.599999904632568,41800
10,TNR,13.600000381469727,218900
11,TRUE,3.3399999141693115,93588300
12,UEC,2.259999990463257,108199400
13,WORK,24.299999237060547,1230200
