,Name,Price,Volume
0,CFRESH,2.4000000953674316,3301900
1,SORKON,6.0,855400
2,SUC,33.25,57200
3,FNS,4.099999904632568,326200
4,THANI,4.179999828338623,43631400
5,XPG,3.880000114440918,29584600
6,SAT,19.700000762939453,3057700
7,GC,5.1363630294799805,1625140
8,SUTHA,4.460000038146973,64600
9,TPA,6.550000190734863,38300
10,SPACK,2.759999990463257,304100
11,PERM,2.619999885559082,4418100
12,TYCN,3.4600000381469727,774300
13,DCC,2.9200000762939453,23793100
14,SCC,418.0,2460400
15,TASCO,18.0,12980700
16,AP,8.149999618530273,11798000
17,NOBLE,6.5,5157300
18,PRIN,2.240000009536743,8000
19,SEAFCO,4.579999923706055,1169800
20,TTCL,4.460000038146973,8066300
21,AI,8.720000267028809,4090200
22,AKR,1.0399999618530273,36040600
23,BGRIM,43.75,9730500
24,DEMCO,4.760000228881836,2587300
25,PTTEP,106.5,9890900
26,TSE,2.740000009536743,16295000
27,TTW,11.699999809265137,5697600
28,WHAUP,4.21999979019165,3439900
29,BJC,34.0,9551800
30,FTE,1.6818180084228516,783970
31,BEC,12.800000190734863,21203000
32,JKN,9.0,2943900
33,MPIC,1.5700000524520874,32800
34,PLANB,6.199999809265137,9706900
35,VGI,6.099999904632568,43216200
36,WORK,20.899999618530273,3203300
37,BEM,8.399999618530273,48724100
38,BTS,9.199999809265137,47593300
39,BTSGIF,4.820000171661377,910500
40,PRM,6.5,19531700
41,TFFIF,7.849999904632568,4811500
42,INET,4.039999961853027,2207100
