,Ticker,pctcmpr,Price,Volume
0,UPOIC,212.75700372730552,6.599999904632568,353900
1,BR,274.0900207343327,3.0399999618530273,5525600
2,MALEE,367.0496083550914,7.099999904632568,1405800
3,OISHI,375.9541984732825,45.5,59100
4,PRG,369.26605504587155,11.600000381469727,16100
5,TFG,451.7921744097487,4.699999809265137,7593000
6,TFMAMA,355.07246376811594,194.5,9800
7,BTNC,804.3478260869565,10.399999618530273,3700
8,TNL,1642.8571428571427,15.600000381469727,2300
9,AJA,272.6360020824307,0.3799999952316284,224766900
10,SIAM,308.2670467607706,1.9199999570846558,2681800
11,AEC,302.0417338097574,8.649999618530273,10346500
12,CGH,274.87476663935325,1.0800000429153442,32539400
13,FNS,475.9835315645014,4.139999866485596,1664800
14,UOBKH,349.8909212955194,5.25,417000
15,ACG,241.77949709864603,2.380000114440918,2225000
16,SPG,211.53846153846155,17.600000381469727,2200
17,CRANE,478.86198163975945,1.5,6050900
18,BCT,718.2410423452769,46.0,44100
19,GIFT,200.86195039200402,2.3399999141693115,876200
20,PATO,322.73342354533156,11.300000190734863,47700
21,BGC,224.70946052700876,11.300000190734863,10240100
22,SITHAI,413.614869168914,1.5199999809265137,77268800
23,TFI,275.95401959678185,0.25,12718500
24,TPBI,256.0169891458235,5.0,217000
25,2S,726.83364494015,6.949999809265137,13528700
26,BSBM,364.99096800705433,1.5199999809265137,8526700
27,CEN,382.0694099657183,2.299999952316284,20038700
28,CITY,6523.61711021318,2.5399999618530273,9364000
29,CSP,2678.27098346431,3.4000000953674316,87042200
30,INOX,397.2018751995759,1.2999999523162842,212208200
31,PAP,227.40020314424137,5.650000095367432,5059700
32,PERM,518.3017030651727,2.9800000190734863,36088000
33,SAM,567.9685294947784,1.3600000143051147,38636400
34,SSSC,232.8329445176996,2.7799999713897705,459100
35,TGPRO,283.4577004709336,0.33000001311302185,53340900
36,TYCN,303.670387920649,3.700000047683716,756200
37,RCI,246.59863945578232,2.859999895095825,145000
38,TPIPL,219.62607347213074,1.8300000429153442,90983000
39,CGD,597.2576428885468,0.49000000953674316,325761400
40,EVER,680.8430288363194,0.3499999940395355,86537600
41,LPN,288.5104721106074,5.099999904632568,14331700
42,MK,247.7715003138732,3.0399999618530273,394700
43,ORI,201.12218717634875,9.850000381469727,34177900
44,ROJNA,235.97932801518917,6.849999904632568,9744200
45,SA,357.73354756205526,7.699999809265137,10909800
46,PREB,688.4741591468417,8.300000190734863,335700
47,SEAFCO,225.79543002373703,4.78000020980835,3766900
48,SQ,231.5103192001283,2.4200000762939453,6927900
49,TEAMG,216.97747885458068,2.380000114440918,4258400
50,TPOLY,481.8309769048685,1.940000057220459,4518900
51,WGE,4002.4925680311,1.9900000095367432,35005800
52,ABPIF,314.54320551334155,2.5,356000
53,AI,345.13011635557535,2.3399999141693115,93475800
54,ESSO,255.50058009427138,8.050000190734863,42106700
55,GREEN,285.7700659674889,1.9700000286102295,50060400
56,GULF,344.0222615504703,40.0,105863700
57,MDX,374.013467661171,5.849999904632568,20017500
58,SGP,288.9188606966572,11.600000381469727,6169400
59,SKE,343.8619036191012,1.090000033378601,58172700
60,SPRC,207.14268111611517,8.949999809265137,67243900
61,TOP,217.68339668335136,50.0,33617500
62,TSE,274.33617462743064,2.819999933242798,31309000
63,COM7,215.73792225236147,69.25,14841000
64,FN,557.3985217658616,2.359999895095825,8340800
65,KAMART,460.1065784638001,3.740000009536743,2503900
66,LOXLEY,254.72803954030766,2.7799999713897705,16863200
67,MAKRO,385.14640035240916,41.75,13814200
68,MIDA,320.9864290491704,0.5400000214576721,14877400
69,RSP,245.88141132528514,2.180000066757202,737300
70,NEW,5555.555555555556,50.0,10000
71,AS,226.3675234678331,17.100000381469727,18423600
72,PRAKIT,284.5117845117845,9.5,33800
73,TH,1464.1167740393435,2.740000009536743,263399000
74,TKS,800.8187547858868,11.300000190734863,32629200
75,WAVE,209.13893198974876,0.7799999713897705,7197600
76,PROS,691.8592767295597,3.0999999046325684,17600900
77,SO,731.1989932118069,12.0,3834700
78,SHANG,277.77777777777777,53.75,1500
79,BA,234.39213503579245,12.300000190734863,8506700
80,BTSGIF,217.96149210958333,4.920000076293945,4593800
81,DMT,214.06366374145915,13.100000381469727,2644200
82,PORT,312.62802747318955,2.819999933242798,1556700
83,PRM,262.29307743287626,7.0,21450800
84,DIF,208.77401521249448,12.699999809265137,13383500
85,SAMART,219.0988943599733,7.349999904632568,2429500
86,SIS,439.42120350951217,34.25,7081800
