,Ticker,pctcmpr,Price,Volume
0,GTB,387.19597222833823,0.8999999761581421,5275700
1,TRUBB,236.81255130783478,2.619999885559082,15519700
2,CHOTI,272.7272727272727,75.0,600
3,TC,214.05346820809248,5.800000190734863,474000
4,TIPCO,210.90687572836106,9.050000190734863,1592600
5,ZEN,203.97456279809222,11.899999618530273,256600
6,AFC,3130.1624129930397,10.399999618530273,1349100
7,CPH,238.8451443569554,3.940000057220459,36400
8,ICC,228.39506172839506,30.0,3700
9,UPF,208.33333333333334,64.75,6500
10,AJA,1357.143168514679,0.3799999952316284,311328100
11,FANCY,250.56332456095086,0.9399999976158142,2913400
12,MODERN,202.3591620907057,3.6600000858306885,199000
13,DDD,268.7710832607287,18.200000762939453,2406200
14,AEC,302.0417338097574,8.649999618530273,10346500
15,EASON,350.4731362172112,1.6100000143051147,4874100
16,GYT,250.0,225.0,300
17,HFT,381.2999306429654,8.600000381469727,11874900
18,PCSGH,1087.7787186000564,5.550000190734863,770800
19,TNPC,337.1005301272835,4.159999847412109,30573400
20,CPT,257.9601249814016,0.8600000143051147,693500
21,CRANE,223.33004139438128,1.4199999570846558,2125700
22,FMT,214.5214521452145,26.75,13000
23,PATO,308.9788732394366,11.300000190734863,35100
24,SUTHA,214.32447097124253,4.599999904632568,79000
25,TCCC,341.60463192721255,32.75,82600
26,UAC,202.64143504829488,5.050000190734863,616800
27,BGC,401.75917543997207,10.899999618530273,11272800
28,SLP,957.9082261323871,0.8799999952316284,23322000
29,SPACK,390.8534426063641,2.9200000762939453,1545200
30,TPBI,207.91383750878018,5.0,177600
31,2S,419.8053129548763,6.300000190734863,4614500
32,CEN,241.54394181770206,2.200000047683716,11717200
33,CITY,220.6437512418041,2.2799999713897705,222100
34,INOX,351.09537755521086,1.340000033378601,114392000
35,RCI,246.59863945578232,2.859999895095825,145000
36,SCP,212.58599300778167,6.0,377000
37,TPIPL,418.9032991060902,1.8200000524520874,97707100
38,VNG,298.4458697132635,7.849999904632568,5872400
39,WIIK,1862.5867812104839,2.759999990463257,75710800
40,CGD,224.15639839447547,0.5,90783700
41,CI,221.88154579399531,0.8299999833106995,2923600
42,LALIN,294.98319812633656,9.5,1738100
43,MJD,218.38533176235129,1.7999999523162842,2706100
44,NUSA,501.155893347088,0.4099999964237213,96771900
45,PLAT,697.3873873873874,3.0799999237060547,3870500
46,S,289.88260187428244,2.119999885559082,19289600
47,SC,215.47162215685893,3.0999999046325684,6637000
48,BKD,563.5805911879531,2.200000047683716,202100
49,CK,236.58026419121643,19.5,18798100
50,TEAMG,623.9924134660977,2.319999933242798,5790400
51,TRITN,492.37901987452284,0.2800000011920929,224455900
52,7UP,306.95235463069133,1.7100000381469727,918043600
53,ACC,534.2280460741837,0.8999999761581421,5055400
54,AI,292.20779220779224,2.119999885559082,51682500
55,BCP,235.80391362719286,26.25,12575800
56,BRRGIF,206.8739054290718,5.650000095367432,94500
57,EA,267.5335808541834,64.75,45251700
58,EP,269.30207442739504,5.849999904632568,5984700
59,ESSO,201.62255671674595,7.650000095367432,25501100
60,MDX,733.6320563836244,5.949999809265137,17404100
61,PTG,218.28291158944558,18.399999618530273,39965200
62,RPC,224.00727295988762,1.3200000524520874,578498200
63,SCG,400.5650945446642,4.800000190734863,368600
64,SCI,248.61193267369325,2.299999952316284,7397100
65,CSS,304.0520391406862,2.0,15294000
66,FTE,331.3029055136124,1.9299999475479126,1158500
67,MIDA,202.63363534604744,0.5299999713897705,7675600
68,CMR,246.8743833338032,3.700000047683716,7005900
69,NEW,5555.555555555556,50.0,10000
70,AQUA,784.0966236163454,0.4000000059604645,79520100
71,MATCH,773.5849056603773,1.6799999475479126,82000
72,TBSP,339.62264150943395,16.600000381469727,3600
73,TH,438.86291931517655,2.119999885559082,45402300
74,BWG,353.70039666094846,0.699999988079071,174968300
75,GRAND,266.86102011795884,0.5400000214576721,13474400
76,JUTHA,944.0388125660487,1.4500000476837158,1965300
77,PSL,232.68632849541504,23.0,91527400
78,HUMAN,311.44762120013564,10.399999618530273,551200
79,SYMC,779.4676806083651,5.349999904632568,41000
80,TRUE,244.89486422476187,3.2200000286102295,237865500
