,Ticker,pctcmpr,Price,Volume
0,GLD,245.6295249867561,2.390000104904175,2503800
1,ACAP,581.0230910700906,0.9800000190734863,5118000
2,ACC,656.8796572543586,0.9399999976158142,18582600
3,ADB,444.6676609584733,2.2799999713897705,74238600
4,AEC,202.87250141720912,2.1600000858306885,190603300
5,AFC,280.93583219560634,13.5,905400
6,AIMIRT,580.9428507894152,12.0,522500
7,AIRA,931.1183144246353,2.119999885559082,2298000
8,APURE,596.5064600738294,4.71999979019165,19649400
9,ASP,722.4332608885957,4.159999847412109,209615600
10,AU,376.56631022906123,11.0,11149300
11,B,511.17211243926846,0.7900000214576721,555200900
12,BCH,204.50322704669892,19.700000762939453,46381700
13,BSM,232.72766321667368,0.4300000071525574,14737200
14,BWG,266.69501673546876,0.8199999928474426,436118200
15,CAZ,220.35112647055283,2.880000114440918,3659900
16,CCP,305.20947095221675,0.6800000071525574,84622500
17,CGH,1506.8746485353508,1.2000000476837158,117903900
18,CI,531.771033231484,1.0,21337100
19,COLOR,367.0306203285916,1.9199999570846558,4262400
20,CPNCG,537.1512620990701,10.699999809265137,1132100
21,CPW,358.80476168976776,4.039999961853027,19073200
22,CSC,775.0556792873051,53.5,69600
23,DDD,772.2407721903994,22.5,32194100
24,DIMET,653.2581575947851,0.30000001192092896,161965300
25,DOD,229.30373591166543,13.600000381469727,9619200
26,EFORL,223.20866971618722,0.11999999731779099,316825600
27,EMC,581.6859051081985,0.3199999928474426,724435000
28,EP,239.15257813958397,5.949999809265137,11786300
29,ETE,459.38303059588395,2.7799999713897705,16732200
30,FANCY,241.9605055186679,1.2899999618530273,57926700
31,FN,792.2332119244203,2.380000114440918,29668500
32,FNS,777.1269524759056,4.679999828338623,7482800
33,FSS,1352.2148549060335,4.400000095367432,108330800
34,GBX,860.9914129315636,1.4700000286102295,49671800
35,HTECH,276.54237118252865,5.849999904632568,19865200
36,HYDRO,1679.0065739315562,0.4000000059604645,70031700
37,ICC,2805.5555555555557,32.0,20200
38,ICHI,247.70174333499963,12.600000381469727,22099900
39,INSURE,277.77777777777777,34.5,500
40,JCT,204.08163265306123,79.5,4000
41,JSP,205.1738306637336,0.4000000059604645,54078200
42,JUBILE,379.02592301649645,25.5,289500
43,KAMART,604.0769372354132,4.099999904632568,6563900
44,KASET,345.6037219829619,1.8200000524520874,2198800
45,KCAR,282.2613682916837,8.449999809265137,137800
46,KCM,436.46406003767754,1.1399999856948853,17005600
47,KDH,1464.2857142857142,85.0,4100
48,KEX,213.93602150897212,40.0,19192500
49,KGI,305.52352904317314,8.100000381469727,58510200
50,KISS,676.3671349651363,13.699999809265137,26151600
51,KPNPF,296.11111111111114,6.900000095367432,53300
52,KUMWEL,201.933466022178,2.0199999809265137,3551000
53,KUN,203.24521743407703,2.819999933242798,9916700
54,KWG,1447.040330548819,1.940000057220459,16109900
55,LALIN,339.9181166837257,9.949999809265137,996300
56,LANNA,212.86963417433586,13.600000381469727,6120300
57,LHFG,1930.3659294621816,1.1699999570846558,229188100
58,LPN,1333.7452892427543,5.449999809265137,59032100
59,LUXF,555.0847457627118,6.5,13100
60,M-CHAI,400.0,187.0,2400
61,MALEE,674.0023474178404,7.150000095367432,459400
62,MBKET,366.90970112548104,14.199999809265137,2536300
63,MCS,513.525384252427,15.0,20460700
64,MPIC,281.48148148148147,1.600000023841858,7600
